transaction_id,date,leakage_type,amount_lost,region,product,detected_by,status,recovery_amount
TXN00273,2024-03-15,Duplicate Invoice,10560.72,West,Trial Pack,System Flag,Recovered,0.0
TXN00274,2024-12-29,Contract Non-Compliance,23899.83,East,Economy Pack,Audit,In Progress,1899.31
TXN00275,2024-07-04,Pricing Error,24578.04,Central,Economy Pack,Audit,In Progress,3327.43
TXN00276,2024-01-04,Unauthorized Discount,2199.51,Central,Premium Pack,Customer Complaint,Written Off,2044.81
TXN00277,2024-09-19,Contract Non-Compliance,12527.27,West,Premium Pack,Customer Complaint,Recovered,0.0
TXN00278,2024-12-28,Missed Renewal,16140.72,Central,Standard Pack,Audit,Recovered,445.74
TXN00279,2024-04-29,Contract Non-Compliance,32090.36,Central,Bulk Pack,Manager Review,Recovered,0.0
TXN00280,2024-03-09,Missed Renewal,1846.67,East,Trial Pack,Customer Complaint,In Progress,0.0
TXN00281,2024-04-28,Return Abuse,11918.26,Central,Bulk Pack,Audit,In Progress,1051.6
TXN00282,2024-10-29,Duplicate Invoice,35551.82,Central,Bulk Pack,Audit,Recovered,13342.53
TXN00283,2024-08-12,Return Abuse,9245.66,West,Economy Pack,Manager Review,Recovered,7811.57
TXN00284,2024-04-15,Contract Non-Compliance,69.89,South,Premium Pack,Manager Review,In Progress,0.0
TXN00285,2024-11-27,Return Abuse,64387.9,South,Premium Pack,System Flag,In Progress,0.0
TXN00286,2024-10-31,Unauthorized Discount,17006.41,Central,Standard Pack,Manager Review,Recovered,7442.9
TXN00287,2024-01-10,Contract Non-Compliance,10106.14,West,Standard Pack,Audit,In Progress,10047.26
TXN00288,2024-03-28,Duplicate Invoice,19406.8,West,Premium Pack,Customer Complaint,Written Off,14845.02
TXN00289,2024-01-13,Unauthorized Discount,7671.0,Central,Bulk Pack,System Flag,In Progress,4025.2
TXN00290,2024-08-01,Unauthorized Discount,10459.06,Central,Premium Pack,System Flag,Recovered,6593.75
TXN00291,2024-06-10,Unauthorized Discount,15390.33,East,Standard Pack,Customer Complaint,In Progress,0.0
TXN00292,2024-01-19,Unauthorized Discount,935.01,Central,Economy Pack,Manager Review,Written Off,929.99
TXN00293,2024-08-04,Unauthorized Discount,22838.83,Central,Standard Pack,Manager Review,In Progress,0.0
TXN00294,2024-09-16,Unauthorized Discount,10341.73,North,Bulk Pack,Manager Review,Written Off,93.11
TXN00295,2024-04-07,Billing Delay,4861.18,Central,Trial Pack,Customer Complaint,Recovered,0.0
TXN00296,2024-04-15,Contract Non-Compliance,5488.08,East,Premium Pack,Audit,Recovered,245.46
TXN00297,2024-03-21,Pricing Error,3576.33,East,Premium Pack,System Flag,In Progress,2598.08
TXN00298,2024-04-18,Billing Delay,20649.1,South,Standard Pack,Audit,Recovered,13579.2
TXN00299,2024-04-16,Unauthorized Discount,26701.28,East,Standard Pack,Manager Review,Written Off,6578.43
TXN00300,2024-04-04,Unauthorized Discount,4529.94,Central,Economy Pack,Customer Complaint,Recovered,3519.22
TXN00301,2024-05-20,Contract Non-Compliance,48710.83,South,Bulk Pack,System Flag,In Progress,0.0
TXN00302,2024-01-11,Billing Delay,5962.04,South,Economy Pack,System Flag,Recovered,975.61
TXN00303,2024-02-03,Unauthorized Discount,16214.62,East,Economy Pack,Audit,Written Off,0.0
TXN00304,2024-03-15,Billing Delay,23978.53,East,Economy Pack,Manager Review,Recovered,0.0
TXN00305,2024-10-11,Return Abuse,70125.61,North,Economy Pack,Manager Review,Recovered,0.0
TXN00306,2024-08-24,Duplicate Invoice,21860.61,West,Bulk Pack,Manager Review,Recovered,0.0
TXN00307,2024-05-09,Billing Delay,8868.33,North,Standard Pack,Manager Review,Recovered,7558.56
TXN00308,2024-07-17,Unauthorized Discount,33317.68,East,Premium Pack,Manager Review,In Progress,0.0
TXN00309,2024-01-21,Return Abuse,1209.66,Central,Standard Pack,Audit,Written Off,647.77
TXN00310,2024-12-25,Return Abuse,60078.2,North,Trial Pack,Audit,Recovered,613.05
TXN00311,2024-11-13,Contract Non-Compliance,28212.01,West,Premium Pack,System Flag,Recovered,17384.29
TXN00312,2024-09-07,Pricing Error,15364.33,West,Bulk Pack,Customer Complaint,In Progress,7207.81
TXN00313,2024-08-07,Pricing Error,34515.99,Central,Standard Pack,System Flag,In Progress,0.0
TXN00314,2024-10-24,Pricing Error,12094.23,West,Bulk Pack,Manager Review,Written Off,0.0
TXN00315,2024-12-03,Return Abuse,2033.11,Central,Trial Pack,Audit,Recovered,1200.62
TXN00316,2024-12-20,Duplicate Invoice,23246.94,North,Economy Pack,Audit,In Progress,7858.45
TXN00317,2024-10-30,Contract Non-Compliance,5613.49,Central,Bulk Pack,Manager Review,Written Off,1160.85
TXN00318,2024-10-03,Pricing Error,1575.8,East,Premium Pack,Customer Complaint,Written Off,1396.57
TXN00319,2024-05-23,Unauthorized Discount,32218.16,West,Trial Pack,System Flag,Recovered,0.0
TXN00320,2024-05-15,Pricing Error,1256.22,West,Standard Pack,Customer Complaint,In Progress,0.0
TXN00321,2024-07-21,Unauthorized Discount,8230.87,South,Bulk Pack,Manager Review,In Progress,0.0
TXN00322,2024-01-21,Contract Non-Compliance,34095.8,West,Economy Pack,System Flag,Recovered,14479.98
TXN00323,2024-08-27,Missed Renewal,10540.04,Central,Premium Pack,Audit,Written Off,1840.7
TXN00324,2024-08-26,Pricing Error,10988.56,East,Trial Pack,Audit,Recovered,0.0
TXN00325,2024-02-23,Duplicate Invoice,614.95,East,Trial Pack,Manager Review,In Progress,582.85
TXN00326,2024-08-20,Pricing Error,21539.9,West,Bulk Pack,Manager Review,Written Off,19400.54
TXN00327,2024-07-21,Billing Delay,4177.02,Central,Economy Pack,Manager Review,Recovered,3315.54
TXN00328,2024-08-24,Unauthorized Discount,12989.8,North,Standard Pack,Manager Review,In Progress,0.0
TXN00329,2024-10-25,Pricing Error,8629.76,South,Premium Pack,System Flag,Recovered,0.0
TXN00330,2024-03-17,Duplicate Invoice,1663.81,South,Economy Pack,Customer Complaint,In Progress,495.03
TXN00331,2024-02-15,Unauthorized Discount,3550.4,Central,Premium Pack,System Flag,Recovered,628.01
TXN00332,2024-03-14,Pricing Error,30801.8,West,Bulk Pack,System Flag,In Progress,18114.65
TXN00333,2024-08-18,Return Abuse,16714.23,Central,Trial Pack,Audit,Recovered,13075.03
TXN00334,2024-06-11,Missed Renewal,3603.64,South,Premium Pack,System Flag,In Progress,889.04
TXN00335,2024-08-17,Billing Delay,10143.0,East,Economy Pack,Manager Review,Written Off,8245.78
TXN00336,2024-09-03,Billing Delay,716.46,East,Standard Pack,Audit,In Progress,0.0
TXN00337,2024-09-03,Return Abuse,12158.44,Central,Bulk Pack,System Flag,Recovered,0.0
TXN00338,2024-08-17,Return Abuse,28137.48,North,Bulk Pack,System Flag,Recovered,25679.09
TXN00339,2024-02-07,Unauthorized Discount,63405.92,West,Economy Pack,System Flag,Recovered,0.0
TXN00340,2024-03-06,Missed Renewal,2082.9,South,Bulk Pack,Audit,In Progress,1439.78
TXN00341,2024-03-30,Unauthorized Discount,28550.17,Central,Trial Pack,Audit,Recovered,4026.91
TXN00342,2024-04-25,Contract Non-Compliance,9853.99,East,Economy Pack,Audit,Recovered,2440.7
TXN00343,2024-12-07,Billing Delay,18726.15,South,Bulk Pack,Customer Complaint,In Progress,0.0
TXN00344,2024-09-03,Unauthorized Discount,4254.73,South,Trial Pack,Manager Review,Recovered,2808.25
TXN00345,2024-07-18,Pricing Error,34281.95,Central,Bulk Pack,Audit,Recovered,29132.88
TXN00346,2024-05-18,Unauthorized Discount,12069.62,East,Economy Pack,System Flag,In Progress,1023.48
TXN00347,2024-07-14,Billing Delay,2181.67,Central,Bulk Pack,Customer Complaint,In Progress,0.0
TXN00348,2024-01-23,Unauthorized Discount,63671.54,East,Trial Pack,Manager Review,Recovered,0.0
TXN00349,2024-05-02,Pricing Error,34013.69,South,Bulk Pack,Manager Review,Recovered,31784.29
TXN00350,2024-10-02,Contract Non-Compliance,4580.8,East,Bulk Pack,System Flag,In Progress,4328.59
TXN00351,2024-01-04,Billing Delay,6770.71,South,Trial Pack,Audit,Written Off,0.0
TXN00352,2024-07-30,Contract Non-Compliance,10549.9,West,Trial Pack,Audit,In Progress,0.0
TXN00353,2024-01-30,Pricing Error,65.75,South,Trial Pack,Customer Complaint,In Progress,62.04
TXN00354,2024-09-15,Pricing Error,37173.88,Central,Bulk Pack,Customer Complaint,In Progress,31344.41
TXN00355,2024-10-16,Unauthorized Discount,16098.51,East,Premium Pack,Manager Review,In Progress,11309.11
TXN00356,2024-07-20,Pricing Error,1568.08,East,Standard Pack,System Flag,Written Off,794.07
TXN00357,2024-03-30,Duplicate Invoice,11301.05,West,Premium Pack,Audit,Recovered,9563.47
TXN00358,2024-10-31,Pricing Error,3772.88,West,Bulk Pack,Manager Review,Recovered,999.74
TXN00359,2024-03-20,Unauthorized Discount,22120.13,West,Economy Pack,System Flag,Recovered,20484.19
TXN00360,2024-02-03,Unauthorized Discount,3943.38,West,Economy Pack,Manager Review,Recovered,0.0
TXN00361,2024-12-25,Return Abuse,11871.53,South,Trial Pack,System Flag,Recovered,0.0
TXN00362,2024-12-23,Pricing Error,1202.26,Central,Premium Pack,System Flag,Written Off,990.03
TXN00363,2024-12-22,Duplicate Invoice,2444.81,East,Economy Pack,Customer Complaint,Written Off,1134.66
TXN00364,2024-08-29,Billing Delay,5457.55,South,Premium Pack,Audit,Written Off,1504.9
TXN00365,2024-02-19,Missed Renewal,15437.38,West,Standard Pack,Manager Review,Recovered,0.0
TXN00366,2024-12-27,Missed Renewal,11955.81,South,Premium Pack,Manager Review,Written Off,8511.49
TXN00367,2024-11-11,Pricing Error,14261.33,Central,Standard Pack,Customer Complaint,In Progress,0.0
TXN00368,2024-08-01,Contract Non-Compliance,3727.16,East,Premium Pack,Customer Complaint,Written Off,0.0
TXN00369,2024-10-06,Pricing Error,23560.89,West,Trial Pack,Manager Review,Recovered,21251.64
TXN00370,2024-02-29,Unauthorized Discount,6131.84,North,Standard Pack,Customer Complaint,Written Off,5488.79
TXN00371,2024-01-22,Billing Delay,299.96,East,Trial Pack,Manager Review,Written Off,135.15
TXN00372,2024-09-22,Return Abuse,15587.94,East,Economy Pack,Audit,In Progress,5826.29
TXN00373,2024-10-17,Pricing Error,6164.32,West,Economy Pack,Audit,In Progress,267.95
TXN00374,2024-02-04,Unauthorized Discount,45051.72,Central,Standard Pack,Manager Review,In Progress,0.0
TXN00375,2024-02-25,Unauthorized Discount,14754.28,East,Premium Pack,System Flag,Recovered,0.0
TXN00376,2024-05-13,Missed Renewal,5261.48,East,Premium Pack,Customer Complaint,Written Off,0.0
TXN00377,2024-07-22,Billing Delay,6736.03,South,Bulk Pack,System Flag,Recovered,0.0
TXN00378,2024-05-30,Contract Non-Compliance,11185.41,East,Bulk Pack,Manager Review,Recovered,0.0
TXN00379,2024-12-09,Contract Non-Compliance,14882.15,West,Bulk Pack,Audit,Written Off,14823.62
TXN00380,2024-01-23,Billing Delay,19039.56,West,Standard Pack,Audit,Recovered,0.0
TXN00381,2024-01-09,Unauthorized Discount,650.36,North,Trial Pack,Manager Review,In Progress,445.0
TXN00382,2024-03-11,Duplicate Invoice,32062.48,South,Economy Pack,Customer Complaint,Recovered,0.0
TXN00383,2024-04-16,Missed Renewal,5064.56,Central,Trial Pack,Audit,Recovered,0.0
TXN00384,2024-10-13,Unauthorized Discount,32050.93,North,Bulk Pack,Audit,Written Off,0.0
TXN00385,2024-08-31,Return Abuse,35093.57,North,Standard Pack,Manager Review,Written Off,8244.47
TXN00386,2024-01-27,Pricing Error,10329.18,North,Trial Pack,System Flag,In Progress,3401.15
TXN00387,2024-11-22,Billing Delay,6717.74,Central,Economy Pack,Audit,In Progress,6468.55
TXN00388,2024-11-04,Unauthorized Discount,19578.11,East,Trial Pack,System Flag,Written Off,15337.93
TXN00389,2024-04-15,Missed Renewal,83398.31,West,Economy Pack,Manager Review,Recovered,80380.04
TXN00390,2024-09-19,Missed Renewal,207.9,Central,Premium Pack,Customer Complaint,Recovered,15.72
TXN00391,2024-06-16,Contract Non-Compliance,34858.12,Central,Premium Pack,Customer Complaint,Recovered,33848.25
TXN00392,2024-07-26,Contract Non-Compliance,28058.08,Central,Standard Pack,Customer Complaint,In Progress,22483.28
TXN00393,2024-01-02,Unauthorized Discount,13388.73,North,Trial Pack,Manager Review,Written Off,11182.59
TXN00394,2024-07-19,Duplicate Invoice,5848.16,Central,Premium Pack,System Flag,Recovered,0.0
TXN00395,2024-04-29,Unauthorized Discount,47591.89,Central,Trial Pack,Manager Review,Recovered,0.0
TXN00396,2024-11-11,Pricing Error,9352.84,West,Standard Pack,System Flag,Recovered,0.0
TXN00397,2024-09-01,Unauthorized Discount,19870.39,West,Standard Pack,Audit,Recovered,252.9
TXN00398,2024-02-11,Contract Non-Compliance,8061.51,North,Premium Pack,Manager Review,In Progress,7216.24
TXN00399,2024-08-03,Contract Non-Compliance,429.56,North,Standard Pack,Customer Complaint,Recovered,0.0
TXN00400,2024-05-14,Unauthorized Discount,15722.37,North,Premium Pack,Manager Review,Recovered,0.0
TXN00401,2024-05-24,Duplicate Invoice,11192.56,Central,Trial Pack,System Flag,In Progress,2938.45
TXN00402,2024-03-17,Pricing Error,1232.08,North,Bulk Pack,Audit,In Progress,1122.96
TXN00403,2024-01-12,Contract Non-Compliance,2103.26,West,Standard Pack,Manager Review,Recovered,0.0
TXN00404,2024-02-23,Unauthorized Discount,9412.24,North,Economy Pack,Customer Complaint,Written Off,9367.85
TXN00405,2024-07-17,Duplicate Invoice,2806.38,West,Premium Pack,Customer Complaint,Recovered,0.0
TXN00406,2024-06-16,Unauthorized Discount,3133.47,West,Economy Pack,Manager Review,In Progress,0.0
TXN00407,2024-03-06,Unauthorized Discount,14642.96,Central,Bulk Pack,Manager Review,Recovered,5746.55
TXN00408,2024-02-22,Duplicate Invoice,923.96,South,Economy Pack,Manager Review,In Progress,310.75
TXN00409,2024-06-12,Duplicate Invoice,18500.5,Central,Premium Pack,Audit,Recovered,5209.81
TXN00410,2024-07-12,Unauthorized Discount,492.4,North,Standard Pack,Manager Review,Written Off,267.83
TXN00411,2024-05-02,Unauthorized Discount,15382.39,West,Economy Pack,Customer Complaint,Recovered,15351.94
TXN00412,2024-07-15,Pricing Error,10737.46,South,Premium Pack,System Flag,Written Off,0.0
TXN00413,2024-01-08,Contract Non-Compliance,3509.38,South,Trial Pack,System Flag,In Progress,0.0
TXN00414,2024-12-21,Billing Delay,6988.05,South,Premium Pack,System Flag,Written Off,0.0
TXN00415,2024-11-07,Billing Delay,5664.16,North,Bulk Pack,System Flag,In Progress,0.0
TXN00416,2024-09-19,Pricing Error,14947.99,West,Trial Pack,System Flag,Written Off,2810.6
TXN00417,2024-08-01,Unauthorized Discount,17668.12,West,Bulk Pack,Audit,In Progress,0.0
TXN00418,2024-11-26,Duplicate Invoice,12040.41,South,Trial Pack,Manager Review,Recovered,2580.36
TXN00419,2024-06-11,Pricing Error,1085.54,Central,Economy Pack,System Flag,Written Off,0.0
TXN00420,2024-03-12,Contract Non-Compliance,5.0,South,Trial Pack,System Flag,In Progress,0.0
TXN00421,2024-01-18,Duplicate Invoice,21107.78,Central,Bulk Pack,Audit,In Progress,226.68
TXN00422,2024-12-23,Contract Non-Compliance,17773.56,East,Bulk Pack,Manager Review,Recovered,0.0
TXN00423,2024-06-25,Pricing Error,2382.42,North,Economy Pack,System Flag,Recovered,0.0
TXN00424,2024-04-07,Billing Delay,1295.59,Central,Bulk Pack,Audit,Recovered,624.33
TXN00425,2024-11-21,Return Abuse,3217.19,North,Bulk Pack,System Flag,In Progress,240.06
TXN00426,2024-02-15,Contract Non-Compliance,1356.82,West,Trial Pack,Customer Complaint,Recovered,1130.54
TXN00427,2024-10-01,Pricing Error,1102.85,Central,Premium Pack,System Flag,Recovered,0.0
TXN00428,2024-01-07,Billing Delay,3431.43,Central,Trial Pack,Manager Review,In Progress,0.0
TXN00429,2024-05-18,Unauthorized Discount,17539.31,Central,Trial Pack,System Flag,Written Off,929.21
TXN00430,2024-11-05,Billing Delay,2844.82,South,Bulk Pack,Audit,Recovered,821.66
TXN00431,2024-11-07,Return Abuse,5165.95,East,Trial Pack,Customer Complaint,Written Off,3115.11
TXN00432,2024-10-13,Billing Delay,15160.79,West,Trial Pack,Audit,In Progress,6918.02
TXN00433,2024-08-10,Unauthorized Discount,59160.54,Central,Trial Pack,System Flag,In Progress,18734.55
TXN00434,2024-01-19,Contract Non-Compliance,34595.54,South,Premium Pack,Manager Review,Recovered,27914.04
TXN00435,2024-07-25,Billing Delay,4168.1,East,Economy Pack,System Flag,Written Off,2853.78
TXN00436,2024-02-17,Return Abuse,6785.25,West,Premium Pack,System Flag,In Progress,5286.94
TXN00437,2024-03-16,Contract Non-Compliance,60.15,South,Bulk Pack,System Flag,Recovered,0.0
TXN00438,2024-12-23,Unauthorized Discount,49.48,South,Bulk Pack,Audit,Recovered,0.0
TXN00439,2024-01-01,Billing Delay,38505.95,South,Bulk Pack,Manager Review,Written Off,0.0
TXN00440,2024-02-09,Unauthorized Discount,986.7,Central,Premium Pack,Manager Review,In Progress,0.0
TXN00441,2024-09-05,Billing Delay,17427.52,South,Economy Pack,System Flag,Recovered,0.0
TXN00442,2024-12-13,Contract Non-Compliance,7478.25,West,Trial Pack,System Flag,In Progress,0.0
TXN00443,2024-03-16,Contract Non-Compliance,50.85,Central,Standard Pack,Audit,In Progress,5.38
TXN00444,2024-12-17,Unauthorized Discount,10205.76,West,Standard Pack,Audit,Recovered,2745.87
TXN00445,2024-05-07,Return Abuse,16446.07,North,Trial Pack,Customer Complaint,In Progress,7693.3
TXN00446,2024-11-06,Contract Non-Compliance,13530.12,North,Trial Pack,Audit,Recovered,0.0
TXN00447,2024-06-08,Contract Non-Compliance,27451.75,South,Standard Pack,Audit,Written Off,0.0
TXN00448,2024-10-15,Missed Renewal,6655.25,Central,Premium Pack,System Flag,In Progress,0.0
TXN00449,2024-02-21,Contract Non-Compliance,15695.93,South,Standard Pack,Audit,In Progress,0.0
TXN00450,2024-07-21,Unauthorized Discount,8576.16,South,Trial Pack,System Flag,Recovered,0.0
TXN00451,2024-06-15,Duplicate Invoice,371.02,South,Standard Pack,Manager Review,In Progress,263.43
TXN00452,2024-03-15,Unauthorized Discount,14620.24,East,Premium Pack,System Flag,In Progress,0.0
TXN00453,2024-03-21,Billing Delay,34327.74,North,Standard Pack,Customer Complaint,In Progress,26615.44
TXN00454,2024-10-30,Contract Non-Compliance,15008.99,East,Economy Pack,Audit,Recovered,4426.62
TXN00455,2024-10-07,Billing Delay,10608.48,Central,Bulk Pack,System Flag,In Progress,0.0
TXN00456,2024-10-13,Billing Delay,10143.71,Central,Standard Pack,Audit,Recovered,0.0
TXN00457,2024-07-29,Pricing Error,29305.01,Central,Premium Pack,Manager Review,In Progress,0.0
TXN00458,2024-12-10,Contract Non-Compliance,9450.06,Central,Bulk Pack,Audit,Recovered,2468.68
TXN00459,2024-11-18,Unauthorized Discount,11772.04,East,Economy Pack,Manager Review,Recovered,3751.8
TXN00460,2024-09-19,Duplicate Invoice,70204.73,West,Bulk Pack,Customer Complaint,Recovered,54385.97
TXN00461,2024-11-10,Pricing Error,1104.52,Central,Standard Pack,System Flag,Recovered,0.0
TXN00462,2024-02-24,Pricing Error,3406.45,North,Economy Pack,Audit,Written Off,0.0
TXN00463,2024-07-02,Contract Non-Compliance,1876.79,Central,Trial Pack,Audit,Written Off,769.01
TXN00464,2024-05-15,Unauthorized Discount,11837.52,Central,Premium Pack,Customer Complaint,In Progress,7343.32
TXN00465,2024-01-17,Unauthorized Discount,95.96,Central,Economy Pack,Customer Complaint,Written Off,46.6
TXN00466,2024-05-10,Pricing Error,10449.04,North,Standard Pack,Manager Review,Recovered,2583.54
TXN00467,2024-07-28,Duplicate Invoice,2527.95,West,Standard Pack,Audit,Written Off,0.0
TXN00468,2024-02-13,Billing Delay,4731.66,West,Economy Pack,System Flag,In Progress,4340.86
TXN00469,2024-10-25,Pricing Error,963.64,South,Standard Pack,Manager Review,Recovered,0.0
TXN00470,2024-01-12,Duplicate Invoice,23040.94,East,Premium Pack,Manager Review,Recovered,2360.36
TXN00471,2024-09-12,Return Abuse,6192.25,East,Standard Pack,Customer Complaint,Recovered,0.0
TXN00472,2024-11-15,Unauthorized Discount,12999.25,West,Bulk Pack,Audit,In Progress,820.89
TXN00473,2024-06-13,Missed Renewal,4703.28,South,Economy Pack,System Flag,Written Off,1123.03
TXN00474,2024-10-26,Billing Delay,25078.04,South,Economy Pack,Customer Complaint,Written Off,4205.66
TXN00475,2024-06-11,Return Abuse,8586.25,West,Bulk Pack,Manager Review,Written Off,2400.1
TXN00476,2024-03-06,Contract Non-Compliance,45801.88,North,Economy Pack,Audit,In Progress,27745.49
TXN00477,2024-07-03,Duplicate Invoice,8024.22,South,Bulk Pack,Audit,Written Off,4189.32
TXN00478,2024-01-26,Unauthorized Discount,2133.59,West,Standard Pack,Manager Review,In Progress,773.14
TXN00479,2024-07-25,Pricing Error,8210.02,Central,Bulk Pack,Customer Complaint,In Progress,7398.9
TXN00480,2024-11-09,Contract Non-Compliance,20793.41,South,Trial Pack,Audit,In Progress,0.0
TXN00481,2024-02-28,Unauthorized Discount,6291.21,North,Economy Pack,Manager Review,In Progress,5080.51
TXN00482,2024-12-02,Duplicate Invoice,719.18,West,Bulk Pack,System Flag,In Progress,0.0
TXN00483,2024-02-14,Unauthorized Discount,16327.58,North,Economy Pack,Manager Review,In Progress,12059.08
TXN00484,2024-12-18,Unauthorized Discount,501.22,Central,Premium Pack,Manager Review,In Progress,0.0
TXN00485,2024-05-13,Contract Non-Compliance,4150.41,South,Premium Pack,System Flag,Recovered,0.0
TXN00486,2024-07-08,Contract Non-Compliance,407.7,East,Economy Pack,Customer Complaint,Written Off,0.0
TXN00487,2024-05-31,Unauthorized Discount,12478.15,North,Standard Pack,Customer Complaint,In Progress,0.0
TXN00488,2024-01-16,Duplicate Invoice,694.72,Central,Standard Pack,System Flag,Recovered,0.0
TXN00489,2024-06-09,Return Abuse,5364.1,North,Premium Pack,Manager Review,Written Off,0.0
TXN00490,2024-03-25,Billing Delay,23311.31,Central,Standard Pack,Manager Review,Written Off,18723.46
TXN00491,2024-02-21,Return Abuse,3252.34,West,Standard Pack,System Flag,In Progress,244.34
TXN00492,2024-02-06,Billing Delay,12705.61,East,Economy Pack,System Flag,Written Off,0.0
TXN00493,2024-11-07,Return Abuse,10198.32,West,Trial Pack,Audit,In Progress,0.0
TXN00494,2024-12-18,Missed Renewal,23643.17,South,Trial Pack,Customer Complaint,Recovered,0.0
TXN00495,2024-01-10,Contract Non-Compliance,18408.67,West,Bulk Pack,System Flag,Recovered,13397.67
TXN00496,2024-02-04,Unauthorized Discount,13640.2,South,Economy Pack,Manager Review,Recovered,2631.11
TXN00497,2024-10-08,Billing Delay,17009.71,West,Premium Pack,System Flag,In Progress,13052.53
TXN00498,2024-10-09,Unauthorized Discount,1890.6,West,Trial Pack,Customer Complaint,Recovered,1850.13
TXN00499,2024-10-17,Return Abuse,44553.52,South,Bulk Pack,Customer Complaint,In Progress,18245.61
TXN00500,2024-05-22,Unauthorized Discount,12294.49,West,Premium Pack,Audit,Written Off,7573.15
TXN00501,2024-03-13,Return Abuse,5573.13,North,Bulk Pack,Audit,Written Off,0.0
TXN00502,2024-12-24,Unauthorized Discount,24497.95,South,Bulk Pack,Manager Review,In Progress,0.0
TXN00503,2024-03-22,Duplicate Invoice,3891.77,North,Economy Pack,Audit,Written Off,3440.3
TXN00504,2024-05-18,Unauthorized Discount,3165.26,South,Standard Pack,Customer Complaint,In Progress,1942.2
TXN00505,2024-03-03,Billing Delay,22911.24,South,Trial Pack,System Flag,In Progress,6237.68
TXN00506,2024-10-27,Return Abuse,67340.14,North,Standard Pack,System Flag,In Progress,0.0
TXN00507,2024-02-16,Duplicate Invoice,351.27,East,Standard Pack,System Flag,In Progress,0.0
TXN00508,2024-05-14,Duplicate Invoice,6860.01,South,Trial Pack,Audit,Written Off,2121.06
TXN00509,2024-12-22,Pricing Error,14052.87,East,Standard Pack,System Flag,Written Off,9348.85
TXN00510,2024-02-11,Return Abuse,45885.76,East,Bulk Pack,Manager Review,In Progress,0.0
TXN00511,2024-06-01,Return Abuse,16675.21,East,Trial Pack,Customer Complaint,Recovered,3204.02
TXN00512,2024-08-30,Unauthorized Discount,26859.48,South,Bulk Pack,Manager Review,Recovered,20268.75
TXN00513,2024-05-15,Duplicate Invoice,14585.94,West,Bulk Pack,Audit,Recovered,9503.99
TXN00514,2024-12-04,Pricing Error,7328.85,North,Standard Pack,Manager Review,Recovered,0.0
TXN00515,2024-10-08,Pricing Error,1886.21,West,Premium Pack,Customer Complaint,Written Off,1577.93
TXN00516,2024-01-22,Billing Delay,7851.74,Central,Economy Pack,Manager Review,Written Off,0.0
TXN00517,2024-03-29,Unauthorized Discount,3755.76,North,Trial Pack,Audit,Written Off,3205.18
TXN00518,2024-11-27,Contract Non-Compliance,10633.66,North,Economy Pack,Manager Review,In Progress,9206.23
TXN00519,2024-04-29,Pricing Error,13624.4,West,Trial Pack,System Flag,In Progress,6324.79
TXN00520,2024-09-27,Unauthorized Discount,6139.8,Central,Trial Pack,System Flag,In Progress,167.54
TXN00521,2024-06-27,Return Abuse,20137.56,Central,Bulk Pack,Audit,Written Off,2897.52
TXN00522,2024-03-25,Return Abuse,10959.56,Central,Economy Pack,Customer Complaint,Recovered,3572.29
TXN00523,2024-04-04,Pricing Error,11019.44,West,Economy Pack,Audit,In Progress,8983.46
TXN00524,2024-11-14,Unauthorized Discount,11570.87,Central,Bulk Pack,Customer Complaint,Recovered,3743.72
TXN00525,2024-01-15,Pricing Error,22826.98,East,Premium Pack,Customer Complaint,In Progress,2934.83
TXN00526,2024-02-27,Duplicate Invoice,4194.98,West,Premium Pack,System Flag,In Progress,0.0
TXN00527,2024-06-13,Unauthorized Discount,32654.25,East,Standard Pack,Audit,Recovered,21809.18
TXN00528,2024-05-10,Pricing Error,12016.49,South,Bulk Pack,System Flag,Recovered,11791.12
TXN00529,2024-10-13,Duplicate Invoice,12609.82,South,Economy Pack,Manager Review,Written Off,1422.02
TXN00530,2024-03-04,Unauthorized Discount,4734.99,South,Premium Pack,Audit,Recovered,4403.37
TXN00531,2024-01-06,Unauthorized Discount,3175.65,North,Economy Pack,Customer Complaint,Recovered,2986.66
TXN00532,2024-08-18,Missed Renewal,4864.45,East,Economy Pack,Audit,Recovered,0.0
TXN00533,2024-07-04,Unauthorized Discount,8482.53,West,Premium Pack,System Flag,Written Off,4934.21
TXN00534,2024-06-10,Missed Renewal,6691.93,South,Premium Pack,Manager Review,Recovered,0.0
TXN00535,2024-08-25,Billing Delay,28156.48,East,Economy Pack,System Flag,Recovered,0.0
TXN00536,2024-09-26,Duplicate Invoice,559.45,West,Bulk Pack,Manager Review,In Progress,65.77
TXN00537,2024-04-02,Return Abuse,3556.59,South,Bulk Pack,Audit,Recovered,2786.97
TXN00538,2024-05-23,Billing Delay,6010.02,West,Bulk Pack,System Flag,In Progress,1471.13
TXN00539,2024-03-15,Pricing Error,6740.74,South,Bulk Pack,System Flag,Written Off,2857.03
TXN00540,2024-07-07,Pricing Error,21958.25,North,Trial Pack,System Flag,Recovered,9082.56
TXN00541,2024-01-12,Duplicate Invoice,1477.4,East,Premium Pack,Customer Complaint,In Progress,492.24
TXN00542,2024-02-27,Unauthorized Discount,5529.55,East,Standard Pack,Manager Review,Written Off,2795.63
TXN00543,2024-05-08,Unauthorized Discount,4099.65,North,Standard Pack,Customer Complaint,Recovered,3173.66
TXN00544,2024-08-30,Billing Delay,14625.45,West,Trial Pack,System Flag,Written Off,0.0
