month,region,product,sales_rep,quantity,unit_price,revenue,target,returns,discount_pct
2023-05,West,Premium Pack,REP001,40,5300.05,212002.06,360000,1502.75,7.31
2024-02,West,Economy Pack,REP003,76,1324.95,100696.13,103500,4648.46,10.47
2024-01,Central,Economy Pack,REP006,20,1581.79,31635.74,39000,1267.01,11.92
2024-04,West,Standard Pack,REP002,94,2912.59,273783.08,120000,5089.83,4.22
2023-08,East,Trial Pack,REP007,57,882.14,50281.72,20800,2576.34,14.68
2024-09,East,Trial Pack,REP019,61,862.31,52600.71,32000,3739.53,7.55
2023-10,South,Bulk Pack,REP008,58,6972.26,404391.19,328000,17025.79,6.95
2024-02,West,Trial Pack,REP015,26,815.19,21194.92,10400,242.26,11.63
2024-06,West,Standard Pack,REP018,79,2794.39,220757.0,174000,5608.76,0.0
2024-06,North,Standard Pack,REP008,45,2856.33,128535.02,159000,7618.57,4.74
2023-11,North,Premium Pack,REP011,23,5097.48,117241.96,215000,2939.0,11.83
2024-03,East,Trial Pack,REP019,53,770.56,40839.43,52000,3149.79,1.34
2024-11,South,Trial Pack,REP001,64,831.85,53238.45,51200,18.58,2.5
2024-09,East,Trial Pack,REP005,37,746.83,27632.54,16000,2101.78,10.54
2023-09,Central,Bulk Pack,REP019,87,8345.96,726098.36,408000,6088.08,7.48
2023-07,West,Premium Pack,REP003,51,4416.47,225239.78,110000,7505.07,12.33
2023-02,North,Premium Pack,REP006,79,5345.74,422313.82,270000,1214.19,5.92
2023-08,West,Standard Pack,REP003,32,3427.13,109668.24,159000,3466.67,10.7
2024-10,North,Bulk Pack,REP011,17,6939.42,117970.15,504000,4868.5,4.01
2024-09,South,Trial Pack,REP005,28,881.18,24673.14,18400,816.47,7.39
2024-03,North,Bulk Pack,REP020,28,8539.66,239110.36,272000,18430.61,7.79
2023-06,North,Bulk Pack,REP016,51,7327.53,373704.17,536000,25625.03,8.63
2023-10,East,Premium Pack,REP002,41,4648.37,190583.34,170000,11787.84,7.77
2024-08,North,Bulk Pack,REP016,84,7519.52,631639.79,128000,44429.8,10.13
2023-11,North,Premium Pack,REP008,49,4847.01,237503.39,65000,17089.89,10.65
2023-02,South,Bulk Pack,REP013,83,6943.32,576295.52,424000,2666.84,14.37
2023-09,Central,Bulk Pack,REP018,79,9110.64,719740.88,296000,44734.95,3.07
2023-12,South,Premium Pack,REP010,49,4664.36,228553.44,310000,9640.66,13.6
2023-11,East,Premium Pack,REP017,51,5626.23,286937.67,315000,10788.59,13.35
2023-09,South,Standard Pack,REP017,9,2997.58,26978.23,189000,897.06,4.53
2023-02,Central,Standard Pack,REP014,73,3108.82,226943.69,213000,14650.86,6.89
2023-10,Central,Economy Pack,REP006,97,1491.6,144685.2,63000,1585.74,14.92
2024-06,East,Bulk Pack,REP012,74,7061.34,522539.45,616000,39772.77,14.92
2023-12,East,Trial Pack,REP018,23,722.26,16612.05,28000,18.86,12.44
2023-02,North,Economy Pack,REP011,84,1714.79,144042.24,25500,1863.0,7.15
2023-04,North,Economy Pack,REP007,85,1348.21,114598.27,79500,110.96,0.14
2023-05,West,Bulk Pack,REP010,47,6910.54,324795.2,408000,8358.15,12.72
2023-08,East,Trial Pack,REP003,17,680.11,11561.81,14400,142.26,14.85
2023-02,East,Premium Pack,REP007,71,4838.69,343546.8,220000,1585.89,6.67
2024-02,North,Standard Pack,REP013,97,3057.67,296593.66,231000,20103.63,13.53
2024-01,West,Bulk Pack,REP010,63,7330.05,461792.94,112000,1330.66,2.63
2023-02,Central,Premium Pack,REP004,73,5328.74,388998.01,325000,18052.27,7.75
2024-07,East,Trial Pack,REP007,51,896.9,45741.99,28000,3266.19,6.29
2023-04,South,Bulk Pack,REP015,97,7412.74,719035.95,224000,34157.23,0.49
2024-02,North,Economy Pack,REP004,19,1670.77,31744.7,15000,1039.73,12.16
2023-08,Central,Bulk Pack,REP002,97,8650.69,839117.39,104000,10176.49,13.14
2024-11,Central,Bulk Pack,REP013,73,7740.38,565047.56,496000,34605.63,0.0
2024-10,Central,Premium Pack,REP010,44,4589.19,201924.27,235000,163.0,6.56
2024-07,West,Bulk Pack,REP012,42,8556.14,359357.85,360000,21328.5,12.73
2024-11,South,Standard Pack,REP005,29,2777.53,80548.44,180000,1170.3,5.56
2024-03,West,Trial Pack,REP008,20,698.83,13976.59,32000,842.88,0.31
2023-02,North,Premium Pack,REP011,14,4972.8,69619.22,130000,3350.38,4.45
2024-09,Central,Premium Pack,REP001,67,5013.34,335893.5,225000,26130.36,6.73
2023-02,East,Premium Pack,REP015,27,4437.69,119817.57,330000,2627.09,12.11
2023-09,Central,Bulk Pack,REP020,7,7085.3,49597.09,464000,2884.79,8.43
2024-11,North,Premium Pack,REP003,94,4494.55,422487.98,205000,13088.25,13.6
2024-05,East,Economy Pack,REP020,39,1280.14,49925.39,100500,2459.97,12.65
2024-11,West,Economy Pack,REP019,10,1520.89,15208.94,87000,657.92,6.44
2023-05,East,Trial Pack,REP016,68,851.46,57899.18,22400,1836.81,1.98
2023-10,North,Bulk Pack,REP004,48,7496.11,359813.25,248000,19363.8,11.95
2023-07,East,Standard Pack,REP016,87,3115.19,271021.88,63000,6236.38,4.6
2023-12,North,Premium Pack,REP005,61,5566.98,339585.58,390000,1856.94,11.76
2024-06,North,Economy Pack,REP005,70,1367.43,95720.14,72000,7232.22,9.63
2024-10,East,Trial Pack,REP020,33,758.06,25016.01,57600,864.59,14.71
2023-10,North,Standard Pack,REP006,62,2651.97,164422.34,213000,7306.87,2.85
2024-08,North,Premium Pack,REP017,80,4361.06,348885.07,60000,5731.01,7.25
2024-04,South,Bulk Pack,REP010,42,9124.49,383228.56,416000,18252.71,2.58
2024-03,West,Economy Pack,REP009,58,1588.11,92110.31,42000,4595.56,9.73
2024-09,South,Economy Pack,REP006,83,1528.65,126877.7,85500,5923.23,7.89
2023-02,Central,Bulk Pack,REP001,87,7054.17,613713.13,152000,30060.07,3.2
2024-07,Central,Economy Pack,REP004,34,1581.05,53755.71,55500,2698.48,5.78
2023-07,North,Premium Pack,REP004,87,5686.37,494714.32,225000,28722.16,9.26
2023-06,North,Standard Pack,REP018,31,2940.22,91146.96,132000,6490.08,1.26
2024-03,West,Trial Pack,REP009,31,682.17,21147.36,20800,925.2,10.06
2024-06,West,Trial Pack,REP008,43,727.82,31296.47,25600,125.23,13.67
2023-01,North,Trial Pack,REP011,52,898.68,46731.38,56000,1588.01,3.23
2023-01,East,Standard Pack,REP016,14,3346.47,46850.55,84000,1849.66,4.25
2024-12,East,Standard Pack,REP006,69,2778.02,191683.48,51000,1049.79,5.57
2023-09,Central,Economy Pack,REP007,64,1440.8,92211.33,94500,6342.84,0.53
2024-09,South,Trial Pack,REP011,64,880.07,56324.76,39200,1994.1,9.74
2023-05,West,Standard Pack,REP002,67,2813.14,188480.7,60000,9029.66,3.02
2024-10,Central,Economy Pack,REP004,96,1322.43,126952.99,96000,7240.99,0.17
2023-01,Central,Trial Pack,REP005,78,906.21,70684.19,60800,4603.66,10.28
2023-03,West,Trial Pack,REP001,72,901.89,64936.42,28800,2675.41,8.03
2024-09,Central,Standard Pack,REP020,92,3260.36,299953.45,192000,5184.64,12.14
2023-05,West,Standard Pack,REP017,62,3397.01,210614.54,210000,6617.18,8.3
2023-03,North,Trial Pack,REP010,91,881.1,80179.92,60800,2658.87,0.2
2023-09,Central,Trial Pack,REP013,36,846.55,30475.72,25600,1047.41,11.11
2024-09,South,Trial Pack,REP006,22,751.23,16527.03,33600,456.45,6.21
2023-10,East,Standard Pack,REP010,40,2656.57,106262.94,111000,2643.84,2.5
2024-03,East,Bulk Pack,REP008,13,7797.86,101372.18,568000,7067.41,10.18
2023-08,South,Premium Pack,REP018,17,5555.79,94448.44,215000,167.3,14.18
2024-04,North,Trial Pack,REP007,92,846.1,77840.99,17600,2440.22,13.44
2023-07,South,Premium Pack,REP007,57,5414.73,308639.84,355000,19574.14,1.04
2023-03,Central,Trial Pack,REP011,36,851.51,30654.5,20000,24.47,10.85
2024-12,North,Trial Pack,REP016,45,796.42,35839.02,48000,818.59,7.97
2024-07,East,Standard Pack,REP009,49,2985.91,146309.59,60000,886.05,5.82
2023-08,South,Economy Pack,REP016,70,1305.14,91359.67,46500,3502.8,2.73
2023-08,West,Bulk Pack,REP020,61,9156.1,558521.95,600000,22938.19,14.84
2024-08,Central,Economy Pack,REP010,97,1475.87,143159.79,18000,4014.44,5.59
2024-11,West,Economy Pack,REP020,79,1570.53,124071.73,58500,2160.51,9.93
2024-05,North,Bulk Pack,REP002,65,7048.83,458173.86,456000,2436.14,11.5
2023-05,Central,Standard Pack,REP020,85,2563.17,217869.06,219000,12431.36,5.8
2023-09,West,Trial Pack,REP017,20,862.09,17241.83,9600,597.48,11.61
2023-10,Central,Trial Pack,REP010,80,793.74,63499.29,17600,3620.87,5.79
2023-08,East,Premium Pack,REP008,63,5542.27,349163.05,95000,14163.72,2.82
2024-05,South,Standard Pack,REP018,16,2949.47,47191.57,96000,2489.87,11.94
2023-06,North,Economy Pack,REP006,71,1561.37,110857.16,15000,4689.03,12.39
2024-09,South,Trial Pack,REP004,11,743.51,8178.64,49600,533.21,11.67
2024-11,West,Standard Pack,REP005,88,2881.51,253573.1,111000,4406.71,6.96
2024-10,Central,Trial Pack,REP003,83,813.76,67542.16,44000,3603.22,4.85
2024-12,East,Trial Pack,REP007,81,878.1,71126.08,8800,4256.21,12.19
2023-06,East,Bulk Pack,REP012,47,9040.57,424906.82,560000,29166.4,14.96
2023-03,Central,Trial Pack,REP017,39,685.38,26729.91,54400,1815.88,6.09
2024-04,Central,Economy Pack,REP006,35,1618.96,56663.57,87000,3455.58,0.58
2024-03,East,Standard Pack,REP003,7,3112.15,21785.07,57000,680.73,1.04
2024-07,East,Standard Pack,REP010,65,2900.31,188519.98,87000,8588.74,13.03
2023-11,South,Bulk Pack,REP005,67,7307.93,489631.05,480000,17354.85,7.41
2024-10,North,Standard Pack,REP020,42,3083.84,129521.38,123000,4712.14,10.12
2024-11,South,Economy Pack,REP012,9,1299.48,11695.28,102000,652.26,9.73
2023-10,East,Premium Pack,REP007,8,4870.74,38965.93,155000,1418.9,10.02
2024-02,South,Bulk Pack,REP018,37,8263.27,305741.13,416000,11094.22,6.82
2024-08,East,Bulk Pack,REP013,81,8202.8,664426.76,464000,14724.36,13.82
2023-11,West,Economy Pack,REP020,12,1304.94,15659.25,58500,1147.1,9.24
2024-11,East,Trial Pack,REP015,60,727.2,43631.81,49600,2792.69,13.27
2023-09,East,Economy Pack,REP020,41,1678.81,68831.4,99000,2560.58,12.71
2024-02,West,Bulk Pack,REP007,57,9140.82,521026.94,464000,27898.23,13.38
2024-07,East,Standard Pack,REP018,75,2739.71,205478.53,129000,7807.38,0.83
2024-12,South,Bulk Pack,REP015,88,9135.38,803913.82,392000,7359.45,0.13
2024-11,East,Trial Pack,REP010,43,767.74,33012.95,36000,1780.04,0.94
2023-05,South,Bulk Pack,REP018,68,6983.55,474881.53,248000,18407.85,4.54
2024-02,Central,Standard Pack,REP008,28,3111.6,87124.76,207000,3400.2,1.23
2024-11,South,Premium Pack,REP010,57,4877.91,278040.92,90000,4242.37,5.21
2024-06,East,Bulk Pack,REP008,21,8869.29,186255.03,192000,669.94,1.9
2024-01,North,Premium Pack,REP008,24,4273.73,102569.63,360000,4591.66,10.31
2023-07,North,Economy Pack,REP016,22,1330.45,29270.0,72000,1063.06,11.44
2023-08,Central,Trial Pack,REP017,10,816.25,8162.55,55200,319.73,9.67
2023-04,West,Premium Pack,REP013,36,4669.12,168088.46,360000,7676.63,2.78
2023-03,West,Economy Pack,REP013,84,1403.57,117899.75,70500,9148.33,8.57
2023-06,East,Standard Pack,REP003,63,2853.73,179785.13,204000,12155.21,11.94
2024-08,North,Premium Pack,REP020,26,5377.51,139815.37,270000,9738.63,11.89
2024-08,West,Trial Pack,REP017,58,743.69,43133.95,8000,1211.96,1.41
2023-08,South,Economy Pack,REP013,27,1406.16,37966.25,25500,2808.05,11.79
2024-01,Central,Premium Pack,REP016,6,5390.64,32343.82,130000,1821.82,14.03
2024-06,Central,Standard Pack,REP013,47,2577.42,121138.61,90000,440.48,9.7
2024-07,West,Premium Pack,REP020,78,5410.33,422005.67,310000,1696.23,0.52
2023-01,North,Bulk Pack,REP009,58,9191.36,533098.64,424000,1064.99,6.74
2023-09,West,Premium Pack,REP013,82,5622.45,461040.8,85000,10366.03,2.6
2023-01,East,Standard Pack,REP019,15,3061.62,45924.28,78000,774.4,8.35
2024-09,Central,Standard Pack,REP006,41,3224.48,132203.82,189000,925.94,4.24
2024-07,East,Premium Pack,REP019,70,5251.8,367626.13,185000,17566.42,9.8
2024-12,West,Standard Pack,REP006,41,3346.37,137201.15,231000,3846.17,13.69
2023-04,South,Trial Pack,REP020,62,851.85,52814.82,55200,4183.39,4.68
2023-03,East,Bulk Pack,REP001,46,7624.13,350709.89,392000,15178.81,14.77
2024-12,South,Bulk Pack,REP006,31,7021.67,217671.62,200000,12366.06,4.09
2024-11,Central,Premium Pack,REP002,71,4619.99,328019.14,175000,16991.82,4.1
2024-07,East,Trial Pack,REP003,62,905.97,56170.01,19200,2077.8,12.97
2023-12,South,Standard Pack,REP018,88,3231.72,284391.18,39000,7141.13,10.37
2023-01,North,Standard Pack,REP003,25,2936.96,73424.05,174000,4831.27,2.6
2023-01,West,Trial Pack,REP015,56,856.13,47943.39,27200,630.57,1.75
2023-05,North,Economy Pack,REP016,51,1281.83,65373.31,40500,553.6,13.1
2023-08,East,Standard Pack,REP010,93,3398.39,316050.57,210000,19721.26,1.48
2024-09,Central,Economy Pack,REP013,97,1376.82,133551.91,102000,6355.44,11.08
2024-07,East,Bulk Pack,REP012,80,8895.46,711636.9,576000,31952.82,3.69
2023-09,South,Trial Pack,REP015,38,692.08,26299.19,48800,57.33,7.85
2024-10,Central,Premium Pack,REP001,67,5283.14,353970.64,255000,23321.06,12.31
2023-06,East,Trial Pack,REP016,12,717.99,8615.92,20800,226.21,3.14
2024-05,North,Trial Pack,REP006,39,733.1,28590.79,56000,1318.54,11.43
2024-01,North,Trial Pack,REP003,64,708.47,45342.37,53600,2480.65,7.97
2024-03,Central,Standard Pack,REP020,10,2695.1,26950.97,219000,1335.13,4.98
2024-02,Central,Bulk Pack,REP015,23,8656.57,199101.18,352000,1223.33,5.32
2023-04,East,Standard Pack,REP016,48,3283.2,157593.79,210000,5524.31,13.49
2024-06,North,Economy Pack,REP004,17,1514.25,25742.21,34500,572.71,3.25
2023-04,East,Bulk Pack,REP016,66,7175.08,473555.34,296000,19634.6,10.65
2023-03,East,Premium Pack,REP007,49,5504.75,269732.64,330000,6165.0,1.37
2023-06,South,Standard Pack,REP005,97,2908.41,282115.29,156000,20167.74,9.87
2023-06,South,Trial Pack,REP014,8,864.35,6914.81,12000,138.94,12.66
2023-08,South,Premium Pack,REP005,78,5109.56,398545.94,360000,8672.32,0.1
2024-05,West,Bulk Pack,REP017,45,7306.13,328775.71,328000,17651.13,12.08
2024-10,North,Bulk Pack,REP016,15,7890.57,118358.51,96000,9446.17,2.87
2024-02,North,Standard Pack,REP017,77,2713.06,208906.0,168000,7016.71,7.45
2024-11,North,Bulk Pack,REP002,29,8713.31,252685.89,536000,6884.07,12.07
2024-02,East,Bulk Pack,REP016,14,7361.15,103056.11,160000,6844.17,14.22
2023-07,North,Standard Pack,REP012,46,3384.22,155674.34,75000,7147.94,5.89
2024-09,East,Standard Pack,REP016,10,3253.45,32534.54,168000,645.16,10.47
2024-01,West,Standard Pack,REP015,76,3363.82,255650.24,165000,3976.85,1.4
2024-01,East,Premium Pack,REP017,40,5475.96,219038.32,390000,1575.61,2.9
2024-10,Central,Bulk Pack,REP005,34,7471.39,254027.27,184000,15291.8,0.77
2023-05,Central,Economy Pack,REP015,51,1513.47,77187.14,42000,1335.34,3.13
2023-05,East,Bulk Pack,REP020,29,7443.62,215864.94,360000,7040.92,1.88
2024-06,Central,Bulk Pack,REP013,23,8473.19,194883.44,176000,3843.41,14.64
2023-04,West,Bulk Pack,REP015,40,7093.07,283722.71,224000,14710.57,13.13
2024-03,North,Bulk Pack,REP009,36,8778.44,316023.88,112000,3951.99,11.07
2023-05,South,Bulk Pack,REP012,38,6872.05,261137.95,144000,3263.21,14.83
2024-07,South,Economy Pack,REP019,99,1485.46,147060.2,112500,5110.18,6.7
2023-02,West,Premium Pack,REP016,20,4552.29,91045.85,200000,5019.09,12.35
2024-11,Central,Bulk Pack,REP007,30,8056.64,241699.24,168000,776.12,13.35
2023-01,West,Trial Pack,REP010,75,740.73,55554.47,26400,2273.9,0.92
2023-11,South,Economy Pack,REP011,71,1420.95,100887.32,54000,4796.12,9.05
2024-04,South,Bulk Pack,REP020,42,7144.15,300054.25,152000,16619.51,3.5
2024-01,North,Standard Pack,REP015,41,3135.38,128550.69,93000,1254.73,10.52
2023-09,South,Standard Pack,REP002,16,2848.77,45580.39,57000,297.54,3.88
2024-08,West,Standard Pack,REP001,55,3043.33,167383.19,99000,6596.22,9.5
2024-02,South,Trial Pack,REP015,16,822.08,13153.34,26400,381.71,8.2
2023-05,South,Standard Pack,REP012,26,2678.95,69652.79,135000,5524.6,10.9
2024-04,Central,Bulk Pack,REP001,49,8431.12,413124.86,216000,19208.5,3.8
2024-01,East,Economy Pack,REP005,72,1421.62,102356.68,118500,5606.09,13.54
2024-11,Central,Bulk Pack,REP017,45,7905.61,355752.34,424000,18493.09,1.55
2024-08,East,Economy Pack,REP001,35,1420.23,49707.94,94500,366.24,12.23
2024-01,East,Bulk Pack,REP003,9,8034.71,72312.36,632000,4698.9,5.76
2023-02,Central,Trial Pack,REP008,5,755.58,3777.9,38400,298.4,6.66
2024-10,South,Economy Pack,REP020,50,1483.72,74185.82,100500,2827.73,4.77
2023-02,Central,Bulk Pack,REP006,12,7556.57,90678.9,480000,2645.43,11.08
2023-05,East,Bulk Pack,REP012,88,8481.47,746369.15,384000,52118.03,7.5
2023-06,East,Trial Pack,REP011,17,841.69,14308.7,52800,325.71,6.65
2024-09,Central,Economy Pack,REP019,76,1331.5,101193.8,76500,4238.51,4.23
2024-11,East,Trial Pack,REP009,24,836.46,20074.95,38400,1566.61,7.11
2024-11,East,Standard Pack,REP010,31,3389.29,105067.99,156000,2284.49,5.99
2024-08,North,Standard Pack,REP001,76,3074.82,233686.11,168000,6820.32,9.61
2023-04,North,Bulk Pack,REP006,16,7660.69,122571.07,368000,205.27,4.74
2024-01,North,Trial Pack,REP020,8,775.02,6200.2,46400,335.36,4.61
2024-10,North,Trial Pack,REP018,32,819.14,26212.34,52800,792.32,0.93
2024-07,North,Bulk Pack,REP014,82,6946.65,569625.4,208000,4845.79,1.71
2024-08,Central,Trial Pack,REP015,93,779.56,72498.91,44800,3575.23,6.86
2023-06,North,Standard Pack,REP007,26,2671.82,69467.32,150000,1003.21,3.94
2024-04,Central,Standard Pack,REP006,95,2854.28,271156.22,30000,3525.85,10.13
2023-04,North,Bulk Pack,REP011,94,7315.8,687685.17,472000,47968.13,8.65
2024-12,East,Bulk Pack,REP018,47,8158.04,383427.94,216000,5278.61,13.18
2023-03,East,Economy Pack,REP004,41,1311.28,53762.35,85500,1372.55,7.05
2023-09,West,Economy Pack,REP002,16,1647.89,26366.3,40500,647.5,2.93
2023-01,South,Standard Pack,REP013,10,3199.86,31998.59,99000,1037.84,7.74
2023-05,North,Standard Pack,REP001,78,3278.71,255739.19,108000,6993.9,13.11
2023-12,Central,Premium Pack,REP011,66,4777.31,315302.68,55000,16243.3,5.71
2024-10,South,Economy Pack,REP007,47,1481.7,69639.86,70500,1205.23,6.64
2023-11,West,Economy Pack,REP018,72,1433.9,103240.53,46500,1801.95,14.03
2023-10,North,Premium Pack,REP016,99,5061.67,501105.4,185000,16641.71,0.21
2024-05,North,Standard Pack,REP013,26,2603.63,67694.34,234000,4135.81,7.85
2023-10,East,Standard Pack,REP015,75,2947.65,221073.78,36000,3262.32,3.03
2024-03,East,Bulk Pack,REP015,42,8028.1,337180.11,224000,23833.64,4.06
2024-08,West,Economy Pack,REP003,49,1523.98,74675.06,37500,3381.4,13.17
2024-02,Central,Trial Pack,REP007,19,866.67,16466.82,40000,1189.25,7.87
2023-12,North,Standard Pack,REP011,84,3307.95,277867.7,195000,10038.04,14.05
2024-05,West,Standard Pack,REP014,82,2771.26,227243.54,96000,17988.7,10.26
2023-11,North,Standard Pack,REP013,47,3049.26,143315.16,81000,7709.09,2.55
2024-07,East,Premium Pack,REP008,88,5119.43,450509.72,385000,6382.18,1.48
2023-03,South,Trial Pack,REP013,73,703.27,51338.84,60000,2413.73,1.69
2024-03,West,Trial Pack,REP018,59,867.78,51199.15,35200,1330.86,10.31
2024-02,Central,Bulk Pack,REP009,69,7783.21,537041.83,256000,716.45,2.92
2023-12,West,Bulk Pack,REP001,23,8052.52,185208.01,488000,12837.48,0.89
2023-03,South,Economy Pack,REP008,84,1579.09,132643.78,94500,627.96,9.49
2023-03,West,Trial Pack,REP014,76,718.1,54575.36,28000,3960.17,14.87
2023-01,East,Economy Pack,REP011,27,1540.06,41581.59,40500,1914.73,2.42
2023-07,East,Trial Pack,REP012,86,696.6,59907.33,44800,120.77,5.32
2024-06,West,Economy Pack,REP006,95,1587.73,150834.25,99000,9608.06,11.03
2024-04,Central,Trial Pack,REP017,91,756.15,68809.95,20800,3820.42,2.74
2024-06,North,Economy Pack,REP006,10,1285.78,12857.76,34500,107.67,1.93
2024-09,East,Premium Pack,REP019,22,5321.62,117075.67,220000,8397.37,2.94
2024-01,North,Bulk Pack,REP011,93,7558.59,702948.54,224000,45460.8,9.17
2024-10,East,Premium Pack,REP001,46,4521.18,207974.18,215000,3014.33,11.86
2024-06,South,Premium Pack,REP013,10,5134.48,51344.8,395000,2527.89,1.22
2023-07,South,Standard Pack,REP020,22,2804.96,61709.03,72000,1912.74,12.95
2024-01,North,Standard Pack,REP004,85,2568.12,218290.55,183000,12346.78,9.94
2024-03,South,Standard Pack,REP013,8,3447.25,27578.04,210000,633.68,13.2
2024-04,North,Trial Pack,REP011,46,886.19,40764.59,17600,2200.94,3.59
2024-12,North,Bulk Pack,REP007,6,8433.15,50598.9,552000,848.81,14.65
2023-07,Central,Trial Pack,REP014,94,867.65,81559.46,32000,6300.56,5.9
2024-05,Central,Standard Pack,REP013,96,2736.14,262669.07,237000,7711.15,2.21
2023-11,West,Trial Pack,REP019,90,777.28,69955.03,56800,4384.15,13.64
2023-04,North,Bulk Pack,REP003,59,7143.59,421471.65,128000,862.16,11.82
2024-04,East,Standard Pack,REP016,87,3337.94,290400.76,216000,21517.66,13.07
2023-10,South,Bulk Pack,REP006,28,7034.02,196952.52,120000,10754.25,4.97
2024-05,East,Standard Pack,REP019,32,3272.16,104709.01,141000,43.05,6.68
2024-04,Central,Economy Pack,REP008,55,1700.59,93532.31,102000,6010.35,14.8
2023-08,West,Economy Pack,REP003,11,1597.86,17576.45,79500,273.54,12.31
2023-10,Central,Premium Pack,REP018,67,5330.58,357148.59,340000,17266.36,6.91
2023-05,East,Bulk Pack,REP015,66,7765.34,512512.24,184000,27512.19,10.46
2024-05,West,Bulk Pack,REP018,54,7535.12,406896.61,632000,11386.47,12.94
2024-11,East,Trial Pack,REP009,92,914.62,84145.19,56000,937.4,0.16
2024-05,Central,Premium Pack,REP002,66,4633.46,305808.27,200000,2981.95,6.24
2024-02,East,Standard Pack,REP017,82,3332.26,273245.1,210000,17161.19,2.94
2024-04,South,Standard Pack,REP017,47,2962.23,139224.61,201000,513.05,13.96
2023-07,South,Premium Pack,REP007,93,4902.89,455969.09,145000,59.96,5.65
2023-05,North,Trial Pack,REP010,61,705.3,43023.13,58400,968.51,12.33
2023-06,East,Premium Pack,REP018,75,5643.21,423240.9,50000,4034.02,7.69
2024-06,East,Economy Pack,REP001,32,1380.52,44176.79,96000,125.78,14.91
2024-04,South,Standard Pack,REP010,92,2585.06,237825.71,66000,1544.24,6.78
2024-05,Central,Economy Pack,REP007,65,1504.0,97760.15,40500,6773.1,0.15
2023-02,South,Bulk Pack,REP003,75,7959.76,596981.77,128000,36037.13,3.73
2023-01,West,Premium Pack,REP020,33,5309.56,175215.41,90000,97.87,6.05
2024-07,East,Bulk Pack,REP006,76,7538.77,572946.21,264000,24640.57,2.77
2024-10,North,Bulk Pack,REP003,66,7704.48,508495.71,248000,39764.21,12.12
2024-07,North,Standard Pack,REP002,69,3408.06,235156.32,81000,5599.55,4.47
2024-02,North,Economy Pack,REP019,61,1306.74,79711.2,66000,4852.09,0.64
2024-09,Central,Trial Pack,REP001,55,794.37,43690.15,24000,3004.64,2.53
2024-10,South,Bulk Pack,REP001,78,8005.92,624461.57,208000,40945.94,13.32
2023-12,Central,Bulk Pack,REP015,38,7704.93,292787.32,616000,17673.51,6.68
2024-07,South,Standard Pack,REP018,85,3003.01,255255.9,237000,13369.8,6.17
2023-01,Central,Standard Pack,REP006,87,2889.63,251397.54,162000,3740.02,14.26
2024-01,West,Economy Pack,REP001,83,1589.82,131954.93,96000,4140.41,14.22
2023-02,South,Premium Pack,REP016,91,5180.36,471412.94,190000,12920.15,9.42
2024-11,Central,Standard Pack,REP001,45,3028.0,136259.93,36000,9003.41,10.45
2023-11,North,Premium Pack,REP014,56,5203.47,291394.21,95000,3461.92,8.95
2023-04,Central,Bulk Pack,REP017,78,9122.58,711561.46,408000,32128.16,13.99
2024-04,North,Economy Pack,REP017,68,1486.07,101052.65,100500,1456.44,1.65
2023-07,Central,Premium Pack,REP001,79,4333.61,342355.29,285000,6595.24,5.8
2024-01,North,Premium Pack,REP005,61,4259.07,259803.3,355000,16883.6,5.14
2024-05,Central,Standard Pack,REP016,98,2735.21,268051.06,90000,9516.27,4.24
2023-10,Central,Premium Pack,REP018,46,4499.34,206969.83,270000,5428.21,5.58
2024-05,Central,Bulk Pack,REP018,24,8199.51,196788.16,448000,13867.98,0.74
2024-03,East,Bulk Pack,REP005,23,7009.06,161208.43,280000,5465.23,5.13
2024-05,South,Trial Pack,REP003,70,900.13,63009.31,22400,2867.96,11.43
2024-05,East,Economy Pack,REP017,59,1649.82,97339.49,91500,6161.86,9.02
2024-02,West,Trial Pack,REP001,53,684.81,36294.7,20000,1307.63,11.23
2023-06,West,Premium Pack,REP014,47,4419.26,207705.44,210000,12439.21,7.24
2023-03,West,Bulk Pack,REP011,6,7825.05,46950.31,312000,1125.56,14.43
2023-01,Central,Standard Pack,REP012,30,3009.87,90296.21,171000,6.81,0.59
2023-09,Central,Premium Pack,REP016,6,4479.72,26878.3,340000,2018.48,7.39
2023-08,South,Bulk Pack,REP014,20,7542.59,150851.81,424000,7825.76,1.03
2023-04,South,Bulk Pack,REP020,98,7581.98,743033.94,456000,34709.75,3.1
2024-09,East,Trial Pack,REP016,11,883.41,9717.53,16000,213.1,12.42
2023-05,Central,Trial Pack,REP009,19,713.73,13560.89,63200,229.72,0.62
2024-09,North,Economy Pack,REP006,76,1692.87,128658.01,66000,3152.31,3.98
2023-10,West,Bulk Pack,REP014,38,6926.78,263217.79,208000,2554.33,4.54
2024-07,North,Bulk Pack,REP007,8,7219.02,57752.13,104000,2692.11,1.86
2023-12,North,Standard Pack,REP002,10,2722.82,27228.21,180000,1061.27,0.37
2023-12,North,Standard Pack,REP008,15,2672.73,40091.0,57000,2607.99,3.86
2023-04,Central,Standard Pack,REP012,18,3320.4,59767.22,90000,654.31,1.05
2024-08,North,Premium Pack,REP006,42,4305.07,180812.92,265000,4570.91,12.78
2023-06,North,Economy Pack,REP018,42,1493.26,62716.84,28500,3375.45,5.06
2023-06,Central,Premium Pack,REP007,92,4963.08,456603.25,135000,2735.81,1.59
2023-12,South,Economy Pack,REP010,56,1445.1,80925.45,52500,3018.54,11.88
2024-08,Central,Premium Pack,REP002,22,4400.84,96818.57,220000,6667.31,5.19
