customer_id,region,segment,last_purchase_date,frequency,monetary_value,recency_days,product_category,channel
CUST0345,East,B2B,2024-05-29,25,86183.21,216,Standard Pack,Distributor
CUST0346,East,Enterprise,2024-12-11,11,5605.68,20,Bulk Pack,Field Sales
CUST0347,Central,B2C,2024-10-16,31,38959.32,76,Bulk Pack,Retail
CUST0348,West,B2B,2024-03-06,13,6677.28,300,Economy Pack,Field Sales
CUST0349,South,B2B,2024-04-09,6,28783.98,266,Bulk Pack,Field Sales
CUST0350,East,B2C,2024-01-04,30,22538.17,362,Economy Pack,Retail
CUST0351,West,Enterprise,2024-02-15,45,1727.64,320,Trial Pack,Distributor
CUST0352,Central,B2C,2024-09-21,32,901.75,101,Trial Pack,Retail
CUST0353,South,Enterprise,2024-09-01,46,1365.22,121,Bulk Pack,Field Sales
CUST0354,East,B2B,2024-03-09,22,3290.48,297,Trial Pack,Retail
CUST0355,Central,B2B,2024-10-03,37,16543.73,89,Premium Pack,Field Sales
CUST0356,South,Enterprise,2024-03-27,8,5952.61,279,Premium Pack,Distributor
CUST0357,North,B2B,2024-10-30,30,2585.9,62,Trial Pack,Distributor
CUST0358,South,Enterprise,2024-12-03,22,15246.08,28,Standard Pack,Distributor
CUST0359,North,Enterprise,2024-03-21,46,47761.04,285,Premium Pack,Field Sales
CUST0360,Central,Enterprise,2024-05-15,18,558.77,230,Bulk Pack,Field Sales
CUST0361,East,Enterprise,2024-07-22,16,17480.67,162,Bulk Pack,Distributor
CUST0362,Central,B2C,2024-05-24,8,31817.12,221,Trial Pack,Online
CUST0363,South,B2C,2024-09-26,4,1536.75,96,Bulk Pack,Online
CUST0364,East,Enterprise,2024-01-06,13,33925.92,360,Standard Pack,Online
CUST0365,South,Enterprise,2024-06-15,26,5980.86,199,Standard Pack,Distributor
CUST0366,South,B2B,2024-03-04,15,11488.11,302,Economy Pack,Retail
CUST0367,North,B2C,2024-11-25,18,13278.79,36,Standard Pack,Distributor
CUST0368,North,Enterprise,2024-05-09,44,7011.96,236,Trial Pack,Retail
CUST0369,East,B2C,2024-03-02,14,43669.86,304,Premium Pack,Online
CUST0370,South,B2B,2024-02-16,14,13131.87,319,Standard Pack,Retail
CUST0371,South,B2C,2024-07-22,4,3719.63,162,Bulk Pack,Field Sales
CUST0372,East,Enterprise,2024-04-14,11,8929.24,261,Economy Pack,Online
CUST0373,South,Enterprise,2024-12-04,2,21861.25,27,Bulk Pack,Distributor
CUST0374,Central,B2C,2024-06-09,31,1737.99,205,Premium Pack,Retail
CUST0375,West,B2C,2024-11-26,15,26599.23,35,Bulk Pack,Retail
CUST0376,East,B2C,2024-12-09,24,2738.25,22,Standard Pack,Field Sales
CUST0377,East,Enterprise,2024-10-02,37,3645.47,90,Premium Pack,Distributor
CUST0378,North,B2B,2024-12-03,48,38265.94,28,Bulk Pack,Distributor
CUST0379,West,B2C,2024-10-27,9,15944.01,65,Premium Pack,Field Sales
CUST0380,Central,B2B,2024-05-18,47,14879.34,227,Economy Pack,Distributor
CUST0381,East,B2B,2024-02-16,29,38602.99,319,Trial Pack,Retail
CUST0382,East,B2B,2024-05-26,9,16673.89,219,Trial Pack,Field Sales
CUST0383,North,B2B,2024-02-26,11,9096.14,309,Standard Pack,Field Sales
CUST0384,East,Enterprise,2024-12-15,13,29080.43,16,Standard Pack,Retail
CUST0385,North,Enterprise,2024-01-16,19,8310.31,350,Trial Pack,Field Sales
CUST0386,East,Enterprise,2024-01-02,41,39497.66,364,Economy Pack,Distributor
CUST0387,South,B2C,2024-04-19,39,5612.82,256,Economy Pack,Retail
CUST0388,Central,B2C,2024-10-24,7,35038.7,68,Premium Pack,Online
CUST0389,West,Enterprise,2024-02-18,20,2617.52,317,Bulk Pack,Retail
CUST0390,South,Enterprise,2024-05-20,10,57091.23,225,Premium Pack,Distributor
CUST0391,East,B2C,2024-02-25,45,56053.79,310,Premium Pack,Online
CUST0392,West,B2B,2024-07-17,14,13236.05,167,Bulk Pack,Distributor
CUST0393,East,Enterprise,2024-10-21,5,9004.66,71,Bulk Pack,Distributor
CUST0394,Central,Enterprise,2024-12-02,18,3543.93,29,Trial Pack,Retail
CUST0395,North,Enterprise,2024-10-03,20,17637.13,89,Standard Pack,Field Sales
CUST0396,West,B2B,2024-10-03,20,38371.6,89,Bulk Pack,Distributor
CUST0397,North,B2C,2024-05-20,29,28937.68,225,Economy Pack,Field Sales
CUST0398,East,Enterprise,2024-03-31,10,28689.81,275,Standard Pack,Retail
CUST0399,South,B2C,2024-09-15,21,38626.45,107,Standard Pack,Online
CUST0400,East,B2C,2024-06-29,30,8836.27,185,Bulk Pack,Field Sales
CUST0401,Central,B2B,2024-03-07,9,9430.61,299,Trial Pack,Distributor
CUST0402,West,B2B,2024-12-10,29,20209.12,21,Trial Pack,Distributor
CUST0403,East,B2C,2024-07-05,4,7088.8,179,Trial Pack,Retail
CUST0404,Central,B2B,2024-08-16,16,10755.73,137,Economy Pack,Distributor
CUST0405,South,B2C,2024-07-17,18,6910.81,167,Standard Pack,Retail
CUST0406,Central,B2B,2024-11-19,11,11007.68,42,Trial Pack,Retail
CUST0407,West,Enterprise,2024-06-05,38,58926.2,209,Trial Pack,Distributor
CUST0408,North,B2C,2024-08-29,46,46350.35,124,Economy Pack,Distributor
CUST0409,Central,B2C,2024-01-04,29,4355.92,362,Bulk Pack,Distributor
CUST0410,North,B2C,2024-01-30,46,34990.88,336,Premium Pack,Field Sales
CUST0411,East,Enterprise,2024-07-16,7,32280.2,168,Premium Pack,Distributor
CUST0412,Central,B2C,2024-01-08,37,6736.64,358,Economy Pack,Online
CUST0413,East,Enterprise,2024-01-16,25,5607.96,350,Standard Pack,Field Sales
CUST0414,West,B2B,2024-06-25,30,7990.05,189,Standard Pack,Online
CUST0415,North,Enterprise,2024-01-31,17,21079.27,335,Economy Pack,Distributor
CUST0416,South,B2B,2024-09-20,25,12540.43,102,Bulk Pack,Field Sales
CUST0417,North,B2B,2024-02-21,37,5150.22,314,Standard Pack,Retail
CUST0418,North,B2C,2024-02-16,27,14759.17,319,Trial Pack,Field Sales
CUST0419,North,B2B,2024-09-09,15,49377.16,113,Premium Pack,Online
CUST0420,West,B2C,2024-03-28,13,29025.36,278,Premium Pack,Online
CUST0421,South,B2B,2024-12-19,35,25567.06,12,Premium Pack,Field Sales
CUST0422,South,Enterprise,2024-09-16,43,6054.28,106,Standard Pack,Distributor
CUST0423,East,B2B,2024-08-01,28,8880.62,152,Standard Pack,Retail
CUST0424,West,Enterprise,2024-01-30,42,59377.24,336,Bulk Pack,Retail
CUST0425,East,B2C,2024-01-13,6,34385.8,353,Premium Pack,Distributor
CUST0426,South,Enterprise,2024-01-25,6,1478.58,341,Trial Pack,Distributor
CUST0427,West,Enterprise,2024-10-23,19,30310.19,69,Trial Pack,Retail
CUST0428,East,B2C,2024-04-06,37,31167.77,269,Trial Pack,Distributor
CUST0429,East,B2C,2024-12-06,39,63630.86,25,Bulk Pack,Distributor
CUST0430,South,Enterprise,2024-01-30,36,2823.2,336,Standard Pack,Distributor
CUST0431,West,Enterprise,2024-02-09,4,63918.16,326,Standard Pack,Online
CUST0432,Central,B2C,2024-02-06,47,5617.65,329,Trial Pack,Retail
CUST0433,North,B2B,2024-02-25,35,37284.18,310,Premium Pack,Retail
CUST0434,East,Enterprise,2024-06-02,13,17461.97,212,Trial Pack,Field Sales
CUST0435,North,B2B,2024-03-08,26,5322.28,298,Bulk Pack,Field Sales
CUST0436,West,B2B,2024-05-04,11,726.29,241,Economy Pack,Distributor
CUST0437,Central,B2C,2024-10-01,35,37262.66,91,Economy Pack,Field Sales
CUST0438,South,Enterprise,2024-05-02,45,39869.81,243,Bulk Pack,Retail
CUST0439,West,Enterprise,2024-04-07,1,10134.95,268,Premium Pack,Field Sales
CUST0440,Central,B2B,2024-10-03,42,6044.62,89,Bulk Pack,Retail
CUST0441,Central,B2B,2024-09-16,40,24610.03,106,Premium Pack,Distributor
CUST0442,West,Enterprise,2024-03-12,9,6597.94,294,Trial Pack,Online
CUST0443,East,Enterprise,2024-05-12,41,4556.65,233,Bulk Pack,Distributor
CUST0444,West,Enterprise,2024-06-18,4,47094.05,196,Economy Pack,Field Sales
CUST0445,West,B2B,2024-01-29,39,2347.42,337,Premium Pack,Online
CUST0446,East,Enterprise,2024-05-21,35,3505.81,224,Standard Pack,Distributor
CUST0447,Central,B2B,2024-05-15,25,24811.32,230,Premium Pack,Online
CUST0448,West,B2B,2024-05-31,46,5797.68,214,Economy Pack,Field Sales
CUST0449,North,Enterprise,2024-10-19,33,25536.08,73,Bulk Pack,Field Sales
CUST0450,Central,B2B,2024-05-05,39,20502.43,240,Economy Pack,Online
CUST0451,West,Enterprise,2024-07-26,40,668.62,158,Premium Pack,Online
CUST0452,South,B2C,2024-07-22,21,3556.22,162,Standard Pack,Online
CUST0453,Central,B2B,2024-09-01,13,69690.25,121,Bulk Pack,Online
CUST0454,East,Enterprise,2024-01-12,49,30222.51,354,Bulk Pack,Field Sales
CUST0455,West,B2C,2024-05-15,40,8649.98,230,Economy Pack,Retail
CUST0456,East,B2C,2024-12-28,15,11324.33,3,Economy Pack,Distributor
CUST0457,West,B2B,2024-05-15,20,12239.58,230,Premium Pack,Distributor
CUST0458,North,B2B,2024-03-01,27,12794.03,305,Economy Pack,Field Sales
CUST0459,South,B2B,2024-07-16,19,44878.09,168,Premium Pack,Field Sales
CUST0460,South,B2B,2024-09-07,22,30099.53,115,Trial Pack,Online
CUST0461,East,B2B,2024-04-22,14,22107.21,253,Bulk Pack,Field Sales
CUST0462,South,B2B,2024-02-05,39,22452.78,330,Economy Pack,Retail
CUST0463,South,B2B,2024-04-02,36,4324.24,273,Standard Pack,Online
CUST0464,East,B2C,2024-01-27,7,13393.33,339,Economy Pack,Field Sales
CUST0465,East,B2C,2024-10-25,30,4643.72,67,Premium Pack,Distributor
CUST0466,Central,Enterprise,2024-10-20,27,4563.5,72,Trial Pack,Online
CUST0467,North,B2C,2024-05-11,5,7363.47,234,Bulk Pack,Retail
CUST0468,Central,B2C,2024-08-03,30,6383.37,150,Trial Pack,Online
CUST0469,North,Enterprise,2024-04-10,47,23316.07,265,Premium Pack,Distributor
CUST0470,Central,Enterprise,2024-02-20,6,21146.31,315,Bulk Pack,Online
CUST0471,Central,Enterprise,2024-02-09,31,13089.56,326,Trial Pack,Field Sales
CUST0472,West,Enterprise,2024-02-10,49,6775.5,325,Economy Pack,Distributor
CUST0473,Central,Enterprise,2024-06-09,12,6451.9,205,Premium Pack,Field Sales
CUST0474,West,B2B,2024-08-12,13,4276.38,141,Trial Pack,Online
CUST0475,West,B2C,2024-01-29,35,1862.71,337,Premium Pack,Distributor
CUST0476,South,B2B,2024-06-07,23,23621.32,207,Standard Pack,Distributor
CUST0477,South,B2B,2024-09-20,7,22910.56,102,Premium Pack,Distributor
CUST0478,North,Enterprise,2024-07-15,7,20133.58,169,Standard Pack,Distributor
CUST0479,Central,B2B,2024-11-30,16,34541.92,31,Economy Pack,Field Sales
CUST0480,East,B2C,2024-02-25,7,71553.9,310,Standard Pack,Online
CUST0481,East,Enterprise,2024-07-10,16,3912.18,174,Standard Pack,Field Sales
CUST0482,Central,Enterprise,2024-08-21,49,2233.05,132,Standard Pack,Retail
CUST0483,South,B2B,2024-04-14,35,11142.77,261,Trial Pack,Retail
CUST0484,East,B2C,2024-09-02,1,81658.31,120,Economy Pack,Online
CUST0485,South,Enterprise,2024-09-07,13,26537.32,115,Standard Pack,Retail
CUST0486,Central,B2C,2024-03-27,30,20530.69,279,Economy Pack,Retail
CUST0487,East,Enterprise,2024-02-11,32,7989.86,324,Economy Pack,Distributor
CUST0488,North,B2B,2024-01-05,2,17456.96,361,Standard Pack,Field Sales
CUST0489,North,Enterprise,2024-12-13,47,7747.15,18,Trial Pack,Field Sales
CUST0490,Central,B2C,2024-12-06,47,905.91,25,Trial Pack,Field Sales
CUST0491,Central,B2C,2024-05-30,36,27976.62,215,Standard Pack,Distributor
CUST0492,South,B2B,2024-03-06,30,23582.82,300,Economy Pack,Retail
CUST0493,Central,B2C,2024-10-19,40,17760.53,73,Bulk Pack,Distributor
CUST0494,East,B2B,2024-08-17,13,2950.52,136,Bulk Pack,Retail
CUST0495,West,Enterprise,2024-04-24,24,991.04,251,Economy Pack,Field Sales
CUST0496,North,Enterprise,2024-04-06,37,23232.69,269,Standard Pack,Distributor
CUST0497,West,B2B,2024-06-26,17,6853.52,188,Premium Pack,Field Sales
CUST0498,East,B2C,2024-12-26,4,12919.56,5,Economy Pack,Retail
CUST0499,West,B2B,2024-04-27,45,22544.44,248,Trial Pack,Retail
CUST0500,South,Enterprise,2024-06-17,21,7863.7,197,Standard Pack,Field Sales
CUST0501,Central,Enterprise,2024-01-12,48,27923.69,354,Trial Pack,Field Sales
CUST0502,Central,B2C,2024-01-14,9,12220.38,352,Premium Pack,Online
CUST0503,West,B2C,2024-01-12,7,39008.54,354,Standard Pack,Online
CUST0504,West,B2C,2024-04-07,6,17678.95,268,Trial Pack,Online
CUST0505,West,B2B,2024-08-25,6,6376.4,128,Standard Pack,Retail
CUST0506,North,B2C,2024-08-15,23,15658.01,138,Bulk Pack,Retail
CUST0507,East,B2B,2024-01-14,47,65787.24,352,Economy Pack,Online
CUST0508,East,Enterprise,2024-06-23,14,7725.95,191,Trial Pack,Distributor
CUST0509,South,Enterprise,2024-04-14,47,11196.53,261,Bulk Pack,Field Sales
CUST0510,West,Enterprise,2024-03-19,41,38673.29,287,Trial Pack,Online
CUST0511,Central,Enterprise,2024-11-12,37,2933.46,49,Premium Pack,Online
CUST0512,West,B2C,2024-04-04,7,30048.93,271,Trial Pack,Retail
CUST0513,Central,B2C,2024-01-04,19,31220.61,362,Economy Pack,Online
CUST0514,Central,B2C,2024-04-30,13,25705.67,245,Standard Pack,Retail
CUST0515,North,B2C,2024-12-07,29,20530.89,24,Premium Pack,Retail
CUST0516,West,B2C,2024-03-14,7,20371.49,292,Standard Pack,Field Sales
CUST0517,North,B2C,2024-06-30,30,5797.78,184,Premium Pack,Online
CUST0518,West,B2B,2024-07-22,8,785.29,162,Economy Pack,Field Sales
CUST0519,East,Enterprise,2024-10-05,33,29376.44,87,Bulk Pack,Distributor
CUST0520,South,B2B,2024-06-17,49,5663.04,197,Standard Pack,Distributor
CUST0521,South,B2B,2024-09-15,49,1709.04,107,Trial Pack,Retail
CUST0522,West,Enterprise,2024-08-01,38,15596.73,152,Bulk Pack,Field Sales
CUST0523,North,B2B,2024-01-02,39,41010.53,364,Standard Pack,Field Sales
CUST0524,Central,Enterprise,2024-06-10,3,45546.19,204,Economy Pack,Field Sales
CUST0525,North,B2B,2024-12-04,35,13892.74,27,Standard Pack,Distributor
CUST0526,East,B2B,2024-12-12,16,96361.52,19,Economy Pack,Online
CUST0527,South,B2B,2024-11-13,20,36219.54,48,Standard Pack,Retail
CUST0528,West,Enterprise,2024-05-27,10,7275.5,218,Standard Pack,Field Sales
CUST0529,South,B2B,2024-08-18,38,5995.02,135,Economy Pack,Retail
CUST0530,West,Enterprise,2024-03-05,12,79135.54,301,Trial Pack,Retail
CUST0531,North,B2B,2024-07-08,34,7966.94,176,Trial Pack,Retail
CUST0532,West,B2B,2024-02-08,37,37830.03,327,Premium Pack,Retail
CUST0533,East,B2B,2024-03-24,11,15674.5,282,Premium Pack,Distributor
CUST0534,North,B2B,2024-03-28,6,4404.9,278,Bulk Pack,Field Sales
CUST0535,North,B2C,2024-08-13,7,7402.38,140,Premium Pack,Field Sales
CUST0536,South,B2C,2024-05-13,41,59119.03,232,Economy Pack,Online
CUST0537,North,B2C,2024-04-18,37,32964.68,257,Bulk Pack,Online
CUST0538,South,B2B,2024-01-08,39,11398.35,358,Bulk Pack,Online
CUST0539,South,B2B,2024-09-15,34,80459.5,107,Premium Pack,Online
CUST0540,North,B2C,2024-03-18,30,21608.79,288,Economy Pack,Field Sales
CUST0541,North,B2B,2024-03-28,19,32254.4,278,Bulk Pack,Distributor
CUST0542,South,B2C,2024-05-01,19,8109.7,244,Premium Pack,Distributor
CUST0543,Central,B2B,2024-09-20,13,5118.11,102,Trial Pack,Distributor
CUST0544,West,B2C,2024-09-28,10,96283.43,94,Bulk Pack,Field Sales
CUST0545,South,B2B,2024-04-19,38,25485.37,256,Economy Pack,Field Sales
CUST0546,Central,B2B,2024-04-27,12,8692.12,248,Premium Pack,Field Sales
CUST0547,South,B2B,2024-08-05,45,37296.56,148,Economy Pack,Online
CUST0548,North,B2C,2024-12-21,45,5311.35,10,Premium Pack,Retail
CUST0549,North,Enterprise,2024-12-14,28,14005.44,17,Economy Pack,Field Sales
CUST0550,Central,B2C,2024-08-15,34,5437.74,138,Standard Pack,Distributor
CUST0551,Central,B2C,2024-11-03,18,45985.36,58,Premium Pack,Distributor
CUST0552,East,B2C,2024-07-30,41,532.14,154,Premium Pack,Field Sales
CUST0553,East,Enterprise,2024-02-17,47,2705.48,318,Economy Pack,Online
CUST0554,Central,B2B,2024-01-28,33,18837.56,338,Premium Pack,Field Sales
CUST0555,North,Enterprise,2024-07-03,1,29423.61,181,Bulk Pack,Retail
CUST0556,West,Enterprise,2024-06-17,39,16140.13,197,Economy Pack,Online
CUST0557,East,B2C,2024-07-09,47,27518.19,175,Trial Pack,Field Sales
CUST0558,East,B2B,2024-03-29,26,13793.13,277,Trial Pack,Distributor
CUST0559,East,B2C,2024-01-30,35,45630.99,336,Premium Pack,Online
CUST0560,South,B2B,2024-11-20,32,5430.39,41,Premium Pack,Distributor
CUST0561,West,Enterprise,2024-09-21,12,29309.01,101,Premium Pack,Retail
CUST0562,East,B2B,2024-01-30,28,35999.44,336,Standard Pack,Distributor
CUST0563,South,B2C,2024-11-04,3,34400.56,57,Standard Pack,Online
CUST0564,South,Enterprise,2024-10-06,32,9068.0,86,Economy Pack,Online
CUST0565,Central,B2C,2024-04-17,3,3735.17,258,Economy Pack,Retail
CUST0566,North,B2B,2024-10-10,49,2609.42,82,Premium Pack,Distributor
CUST0567,West,B2C,2024-11-10,38,8216.18,51,Premium Pack,Field Sales
CUST0568,West,B2B,2024-07-30,6,14426.85,154,Economy Pack,Distributor
CUST0569,Central,B2B,2024-11-15,6,38460.96,46,Bulk Pack,Field Sales
CUST0570,South,B2C,2024-01-06,40,833.48,360,Standard Pack,Online
CUST0571,West,B2B,2024-09-23,6,5838.13,99,Bulk Pack,Retail
CUST0572,Central,B2B,2024-06-16,40,38398.1,198,Trial Pack,Retail
CUST0573,West,B2B,2024-09-05,35,3730.97,117,Economy Pack,Distributor
CUST0574,West,Enterprise,2024-04-01,36,35195.92,274,Bulk Pack,Field Sales
CUST0575,North,Enterprise,2024-09-09,37,17904.07,113,Economy Pack,Online
CUST0576,South,Enterprise,2024-12-22,37,14298.96,9,Premium Pack,Retail
CUST0577,West,B2B,2024-05-15,7,44735.91,230,Trial Pack,Distributor
CUST0578,South,Enterprise,2024-01-15,39,14378.97,351,Trial Pack,Retail
CUST0579,Central,B2C,2024-03-21,43,13567.61,285,Economy Pack,Retail
CUST0580,West,Enterprise,2024-08-11,6,20846.53,142,Trial Pack,Retail
CUST0581,South,B2C,2024-11-22,28,22285.76,39,Premium Pack,Retail
CUST0582,South,B2C,2024-08-20,3,2435.03,133,Bulk Pack,Online
CUST0583,South,B2C,2024-12-02,48,28834.1,29,Economy Pack,Distributor
CUST0584,East,Enterprise,2024-12-29,26,3940.66,2,Standard Pack,Retail
CUST0585,North,B2C,2024-11-11,21,33410.94,50,Standard Pack,Distributor
CUST0586,West,Enterprise,2024-02-29,43,18406.33,306,Economy Pack,Field Sales
CUST0587,South,Enterprise,2024-06-14,18,1716.51,200,Premium Pack,Online
CUST0588,West,B2C,2024-11-02,3,34200.68,59,Standard Pack,Online
CUST0589,West,Enterprise,2024-04-10,7,18944.94,265,Bulk Pack,Online
CUST0590,West,B2C,2024-09-14,44,33867.33,108,Bulk Pack,Online
CUST0591,Central,B2C,2024-04-18,9,16320.92,257,Bulk Pack,Retail
CUST0592,East,Enterprise,2024-10-05,35,35580.28,87,Standard Pack,Retail
CUST0593,East,Enterprise,2024-07-12,4,49502.49,172,Trial Pack,Field Sales
CUST0594,East,B2C,2024-09-25,8,21997.11,97,Trial Pack,Distributor
CUST0595,East,Enterprise,2024-06-04,35,79999.19,210,Premium Pack,Distributor
CUST0596,South,B2C,2024-05-31,42,31333.06,214,Premium Pack,Online
CUST0597,East,B2B,2024-12-11,9,15267.26,20,Standard Pack,Field Sales
CUST0598,South,Enterprise,2024-05-09,8,24948.45,236,Trial Pack,Distributor
CUST0599,North,Enterprise,2024-03-24,6,2204.3,282,Premium Pack,Online
CUST0600,South,B2C,2024-01-24,28,34025.73,342,Standard Pack,Field Sales
CUST0601,East,B2C,2024-11-20,26,17104.5,41,Economy Pack,Field Sales
CUST0602,West,B2B,2024-08-13,14,5039.47,140,Economy Pack,Online
CUST0603,Central,B2B,2024-07-09,39,15511.38,175,Standard Pack,Retail
CUST0604,Central,Enterprise,2024-01-03,26,4006.21,363,Bulk Pack,Online
CUST0605,West,B2C,2024-07-24,19,19160.08,160,Bulk Pack,Field Sales
CUST0606,Central,B2B,2024-08-08,39,1994.06,145,Economy Pack,Field Sales
CUST0607,West,Enterprise,2024-02-26,2,55439.62,309,Premium Pack,Distributor
CUST0608,East,Enterprise,2024-12-27,48,38075.72,4,Trial Pack,Retail
CUST0609,South,B2C,2024-07-24,49,91048.18,160,Economy Pack,Field Sales
CUST0610,South,B2B,2024-07-17,16,39594.69,167,Standard Pack,Retail
CUST0611,East,B2B,2024-10-19,22,4062.63,73,Trial Pack,Retail
CUST0612,Central,B2C,2024-09-13,25,1729.47,109,Standard Pack,Field Sales
CUST0613,East,Enterprise,2024-11-29,49,60724.26,32,Bulk Pack,Retail
CUST0614,North,B2C,2024-07-04,34,15358.82,180,Trial Pack,Field Sales
CUST0615,South,B2C,2024-03-09,34,2496.47,297,Bulk Pack,Distributor
CUST0616,East,Enterprise,2024-03-02,35,38715.98,304,Economy Pack,Online
CUST0617,Central,B2C,2024-05-14,19,7565.27,231,Standard Pack,Retail
CUST0618,West,B2B,2024-09-22,8,58521.44,100,Bulk Pack,Field Sales
CUST0619,North,Enterprise,2024-08-28,22,1303.43,125,Bulk Pack,Retail
CUST0620,East,Enterprise,2024-09-18,17,20311.95,104,Economy Pack,Field Sales
CUST0621,North,B2B,2024-04-24,31,582.43,251,Standard Pack,Distributor
CUST0622,South,B2B,2024-10-01,45,14731.7,91,Economy Pack,Field Sales
CUST0623,East,Enterprise,2024-07-08,32,22851.23,176,Trial Pack,Online
CUST0624,North,B2B,2024-05-02,22,21522.16,243,Trial Pack,Retail
CUST0625,West,B2B,2024-12-02,43,3916.46,29,Economy Pack,Retail
CUST0626,North,B2C,2024-12-11,17,26920.79,20,Economy Pack,Online
CUST0627,Central,Enterprise,2024-05-24,42,37726.36,221,Bulk Pack,Retail
CUST0628,South,B2B,2024-09-06,49,4071.57,116,Standard Pack,Distributor
CUST0629,East,B2B,2024-07-15,37,12183.95,169,Economy Pack,Distributor
CUST0630,West,B2B,2024-08-19,10,9819.4,134,Economy Pack,Field Sales
CUST0631,West,B2B,2024-02-26,25,41101.88,309,Trial Pack,Online
CUST0632,South,Enterprise,2024-08-08,5,3668.17,145,Bulk Pack,Distributor
CUST0633,West,B2C,2024-03-01,43,16530.89,305,Premium Pack,Online
CUST0634,East,B2B,2024-06-30,27,22452.72,184,Standard Pack,Field Sales
CUST0635,South,B2B,2024-02-02,35,10275.7,333,Standard Pack,Distributor
CUST0636,North,Enterprise,2024-12-15,11,75803.07,16,Bulk Pack,Distributor
CUST0637,West,B2C,2024-12-27,35,7956.79,4,Economy Pack,Distributor
CUST0638,West,B2C,2024-07-22,33,3320.52,162,Standard Pack,Field Sales
CUST0639,North,Enterprise,2024-10-01,28,2682.07,91,Bulk Pack,Distributor
CUST0640,East,B2C,2024-04-11,46,21688.58,264,Bulk Pack,Distributor
CUST0641,West,Enterprise,2024-03-26,42,13219.42,280,Standard Pack,Distributor
CUST0642,East,Enterprise,2024-04-11,29,6463.44,264,Premium Pack,Retail
CUST0643,East,Enterprise,2024-09-26,7,24049.8,96,Premium Pack,Field Sales
CUST0644,Central,B2B,2024-04-22,2,3329.09,253,Trial Pack,Distributor
CUST0645,Central,B2B,2024-05-31,10,6961.2,214,Premium Pack,Retail
CUST0646,North,Enterprise,2024-01-23,7,14085.12,343,Bulk Pack,Distributor
CUST0647,West,B2C,2024-11-25,27,5236.47,36,Premium Pack,Retail
CUST0648,North,Enterprise,2024-10-22,46,5503.48,70,Trial Pack,Distributor
CUST0649,Central,B2C,2024-03-29,15,23327.24,277,Standard Pack,Distributor
CUST0650,East,B2C,2024-06-05,38,3156.29,209,Premium Pack,Retail
CUST0651,North,B2C,2024-12-20,24,47756.25,11,Bulk Pack,Retail
CUST0652,Central,B2C,2024-03-16,34,45374.72,290,Bulk Pack,Online
CUST0653,East,B2C,2024-01-19,47,4529.27,347,Bulk Pack,Online
CUST0654,Central,Enterprise,2024-07-18,34,96266.36,166,Premium Pack,Online
CUST0655,North,B2B,2024-03-19,28,19363.8,287,Bulk Pack,Field Sales
CUST0656,Central,B2C,2024-02-24,24,9933.21,311,Economy Pack,Online
CUST0657,Central,B2B,2024-09-02,45,3267.91,120,Trial Pack,Distributor
CUST0658,East,B2C,2024-06-01,12,3969.54,213,Standard Pack,Field Sales
CUST0659,South,B2C,2024-08-28,27,17625.2,125,Premium Pack,Retail
CUST0660,West,B2B,2024-06-02,8,11348.67,212,Trial Pack,Distributor
CUST0661,North,Enterprise,2024-01-08,17,20139.37,358,Premium Pack,Online
CUST0662,North,B2B,2024-12-03,26,46321.36,28,Standard Pack,Distributor
CUST0663,South,B2C,2024-12-30,40,33986.22,1,Bulk Pack,Retail
CUST0664,West,B2C,2024-07-20,10,30370.22,164,Bulk Pack,Field Sales
CUST0665,East,B2B,2024-09-01,11,26558.91,121,Bulk Pack,Distributor
CUST0666,North,Enterprise,2024-03-02,35,20862.28,304,Economy Pack,Retail
CUST0667,Central,Enterprise,2024-11-16,8,43299.36,45,Standard Pack,Field Sales
CUST0668,Central,B2C,2024-09-18,24,8181.19,104,Economy Pack,Distributor
CUST0669,West,Enterprise,2024-10-10,5,31597.08,82,Trial Pack,Retail
CUST0670,West,B2B,2024-11-02,38,1550.42,59,Economy Pack,Online
CUST0671,Central,Enterprise,2024-03-09,20,8289.22,297,Trial Pack,Distributor
CUST0672,South,B2C,2024-02-02,44,2354.46,333,Economy Pack,Online
CUST0673,Central,B2B,2024-08-06,42,3324.93,147,Bulk Pack,Retail
CUST0674,Central,Enterprise,2024-08-03,10,1420.18,150,Economy Pack,Distributor
CUST0675,West,Enterprise,2024-03-02,46,45612.5,304,Bulk Pack,Retail
CUST0676,West,Enterprise,2024-05-16,19,23929.45,229,Standard Pack,Retail
CUST0677,South,B2C,2024-08-14,14,26434.67,139,Bulk Pack,Online
CUST0678,East,B2B,2024-02-16,39,4681.54,319,Standard Pack,Online
CUST0679,North,B2B,2024-05-18,15,4316.29,227,Standard Pack,Distributor
CUST0680,Central,B2B,2024-04-24,20,4688.9,251,Standard Pack,Online
CUST0681,East,B2C,2024-02-04,43,22390.04,331,Trial Pack,Field Sales
CUST0682,Central,Enterprise,2024-03-12,4,10264.39,294,Economy Pack,Retail
CUST0683,West,Enterprise,2024-09-10,46,91127.8,112,Economy Pack,Online
CUST0684,East,Enterprise,2024-02-18,41,14207.42,317,Premium Pack,Distributor
CUST0685,Central,B2C,2024-05-19,8,16105.95,226,Economy Pack,Field Sales
CUST0686,South,Enterprise,2024-09-29,1,50058.78,93,Standard Pack,Field Sales
CUST0687,East,B2B,2024-03-07,26,9851.77,299,Premium Pack,Distributor
