customer_id,region,segment,last_purchase_date,frequency,monetary_value,recency_days,product_category,channel,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST0247,East,Enterprise,2024-12-19,39,9456.44,12,Standard Pack,Distributor,5,4,2,11,Loyal Customers
CUST0248,Central,B2B,2024-09-25,21,3482.26,97,Bulk Pack,Online,4,3,1,8,Potential Loyalists
CUST0249,West,B2C,2024-01-06,3,21619.22,360,Standard Pack,Field Sales,1,1,4,6,Hibernating
CUST0250,Central,Enterprise,2024-11-03,41,42737.0,58,Economy Pack,Distributor,5,5,5,15,Champions
CUST0251,West,Enterprise,2024-11-07,12,25222.68,54,Trial Pack,Online,5,2,4,11,Loyal Customers
CUST0252,East,B2C,2024-03-27,10,60150.31,279,Bulk Pack,Online,2,1,5,8,Needs Attention
CUST0253,South,B2B,2024-10-27,32,44836.94,65,Standard Pack,Online,5,4,5,14,Champions
CUST0254,North,B2C,2024-11-22,10,21916.0,39,Trial Pack,Distributor,5,1,4,10,Loyal Customers
CUST0255,North,Enterprise,2024-09-13,8,16367.48,109,Standard Pack,Field Sales,4,1,3,8,Potential Loyalists
CUST0256,North,B2C,2024-04-13,2,84231.63,262,Trial Pack,Online,2,1,5,8,Needs Attention
CUST0257,West,B2C,2024-11-15,31,28720.59,46,Trial Pack,Online,5,4,4,13,Champions
CUST0258,Central,Enterprise,2024-08-26,44,42348.26,127,Premium Pack,Retail,4,5,5,14,Champions
CUST0259,East,B2C,2024-03-02,15,1934.62,304,Economy Pack,Distributor,1,2,1,4,Hibernating
CUST0260,East,B2C,2024-11-02,45,11254.41,59,Bulk Pack,Retail,5,5,3,13,Champions
CUST0261,Central,B2C,2024-03-27,37,24182.64,279,Bulk Pack,Distributor,2,4,4,10,At Risk - High Value
CUST0262,East,B2B,2024-11-08,41,40987.45,53,Premium Pack,Distributor,5,5,5,15,Champions
CUST0263,East,Enterprise,2024-06-04,47,25756.76,210,Bulk Pack,Distributor,3,5,4,12,At Risk - High Value
CUST0264,Central,B2B,2024-04-02,44,9397.54,273,Bulk Pack,Distributor,2,5,2,9,Needs Attention
CUST0265,South,B2B,2024-02-05,16,1701.41,330,Standard Pack,Field Sales,1,2,1,4,Hibernating
CUST0266,West,B2B,2024-02-10,14,36960.03,325,Trial Pack,Online,1,2,5,8,Needs Attention
CUST0267,South,Enterprise,2024-07-16,35,9235.44,168,Economy Pack,Field Sales,3,4,2,9,Potential Loyalists
CUST0268,Central,B2C,2024-07-10,1,35110.79,174,Standard Pack,Online,3,1,5,9,Potential Loyalists
CUST0269,West,B2C,2024-06-21,46,1005.31,193,Premium Pack,Retail,3,5,1,9,Potential Loyalists
CUST0270,North,Enterprise,2024-08-05,38,25223.36,148,Economy Pack,Online,3,4,4,11,At Risk - High Value
CUST0271,North,Enterprise,2024-07-16,46,42239.0,168,Premium Pack,Distributor,3,5,5,13,Champions
CUST0272,West,B2C,2024-04-21,18,12972.32,254,Trial Pack,Online,2,2,3,7,Needs Attention
CUST0273,North,B2B,2024-11-07,39,12230.56,54,Bulk Pack,Distributor,5,4,3,12,Loyal Customers
CUST0274,Central,Enterprise,2024-02-06,48,24590.27,329,Bulk Pack,Retail,1,5,4,10,At Risk - High Value
CUST0275,West,Enterprise,2024-02-16,6,78228.89,319,Standard Pack,Online,1,1,5,7,Needs Attention
CUST0276,North,B2C,2024-12-23,30,20541.65,8,Trial Pack,Retail,5,3,4,12,Loyal Customers
CUST0277,Central,B2B,2024-02-15,25,1909.5,320,Standard Pack,Field Sales,1,3,1,5,Hibernating
CUST0278,East,B2B,2024-01-17,12,34312.9,349,Standard Pack,Retail,1,2,5,8,Needs Attention
CUST0279,East,B2B,2024-07-14,26,638.48,170,Economy Pack,Field Sales,3,3,1,7,Potential Loyalists
CUST0280,Central,B2C,2024-12-25,4,22504.7,6,Premium Pack,Distributor,5,1,4,10,Loyal Customers
CUST0281,East,B2B,2024-12-24,24,2197.05,7,Economy Pack,Distributor,5,3,1,9,Potential Loyalists
CUST0282,North,Enterprise,2024-06-16,43,23721.24,198,Economy Pack,Field Sales,3,5,4,12,At Risk - High Value
CUST0283,East,Enterprise,2024-11-12,7,41595.11,49,Economy Pack,Online,5,1,5,11,Loyal Customers
CUST0284,North,B2B,2024-10-29,10,5170.58,63,Trial Pack,Retail,5,1,2,8,Potential Loyalists
CUST0285,East,B2C,2024-09-01,12,6095.35,121,Bulk Pack,Field Sales,4,2,2,8,Potential Loyalists
CUST0286,South,B2B,2024-10-12,44,41703.52,80,Bulk Pack,Online,4,5,5,14,Champions
CUST0287,West,B2C,2024-05-25,25,65487.26,220,Standard Pack,Retail,2,3,5,10,At Risk - High Value
CUST0288,West,B2B,2024-12-08,37,16302.53,23,Economy Pack,Field Sales,5,4,3,12,Loyal Customers
CUST0289,North,Enterprise,2024-03-21,34,1367.95,285,Standard Pack,Online,2,4,1,7,Needs Attention
CUST0290,North,B2B,2024-12-29,11,5690.24,2,Bulk Pack,Distributor,5,2,2,9,Potential Loyalists
CUST0291,South,B2C,2024-01-20,34,28517.11,346,Bulk Pack,Online,1,4,4,9,Needs Attention
CUST0292,North,Enterprise,2024-03-04,31,7521.73,302,Premium Pack,Retail,1,4,2,7,Needs Attention
CUST0293,West,B2B,2024-02-10,22,3749.0,325,Trial Pack,Field Sales,1,3,1,5,Hibernating
CUST0294,North,B2C,2024-12-15,26,13882.11,16,Premium Pack,Online,5,3,3,11,Loyal Customers
CUST0295,West,Enterprise,2024-10-05,31,37516.52,87,Standard Pack,Distributor,4,4,5,13,Champions
CUST0296,East,B2C,2024-05-15,3,8222.9,230,Standard Pack,Distributor,2,1,2,5,Hibernating
CUST0297,Central,B2C,2024-04-23,34,65734.52,252,Economy Pack,Retail,2,4,5,11,At Risk - High Value
CUST0298,Central,Enterprise,2024-08-20,9,3569.02,133,Bulk Pack,Retail,4,1,1,6,New Customers
CUST0299,North,Enterprise,2024-08-09,7,8486.31,144,Economy Pack,Retail,3,1,2,6,Hibernating
CUST0300,North,B2B,2024-07-13,26,8153.1,171,Economy Pack,Distributor,3,3,2,8,Potential Loyalists
CUST0301,West,Enterprise,2024-12-25,6,14753.95,6,Economy Pack,Retail,5,1,3,9,Potential Loyalists
CUST0302,Central,B2B,2024-06-30,18,35580.07,184,Premium Pack,Retail,3,2,5,10,At Risk - High Value
CUST0303,West,B2C,2024-05-07,9,39656.12,238,Economy Pack,Distributor,2,1,5,8,Needs Attention
CUST0304,Central,B2C,2024-08-06,19,20060.36,147,Premium Pack,Distributor,3,2,4,9,Potential Loyalists
CUST0305,South,B2C,2024-09-18,37,14754.22,104,Premium Pack,Field Sales,4,4,3,11,Loyal Customers
CUST0306,South,B2C,2024-01-31,20,901.52,335,Trial Pack,Distributor,1,3,1,5,Hibernating
CUST0307,South,B2C,2024-10-14,5,18666.29,78,Trial Pack,Field Sales,4,1,3,8,Potential Loyalists
CUST0308,West,B2C,2024-09-23,15,38714.66,99,Economy Pack,Online,4,2,5,11,Loyal Customers
CUST0309,Central,Enterprise,2024-05-26,19,31549.07,219,Bulk Pack,Distributor,2,2,4,8,Needs Attention
CUST0310,North,B2B,2024-01-06,35,25767.64,360,Bulk Pack,Field Sales,1,4,4,9,Needs Attention
CUST0311,West,Enterprise,2024-01-29,8,24132.66,337,Economy Pack,Distributor,1,1,4,6,Hibernating
CUST0312,South,B2C,2024-12-19,20,10081.81,12,Premium Pack,Field Sales,5,3,2,10,Loyal Customers
CUST0313,East,Enterprise,2024-07-31,25,59426.72,153,Bulk Pack,Retail,3,3,5,11,At Risk - High Value
CUST0314,South,B2C,2024-06-06,25,16977.91,208,Economy Pack,Field Sales,3,3,3,9,Potential Loyalists
CUST0315,West,Enterprise,2024-03-20,1,11254.93,286,Standard Pack,Online,2,1,3,6,Hibernating
CUST0316,South,B2B,2024-08-29,29,12294.31,124,Trial Pack,Retail,4,3,3,10,Loyal Customers
CUST0317,West,B2B,2024-10-23,1,19060.91,69,Economy Pack,Distributor,5,1,3,9,Potential Loyalists
CUST0318,West,B2C,2024-08-29,27,3391.92,124,Trial Pack,Distributor,4,3,1,8,Potential Loyalists
CUST0319,North,B2C,2024-10-21,39,3619.59,71,Trial Pack,Retail,4,4,1,9,Potential Loyalists
CUST0320,East,B2C,2024-06-03,49,2646.24,211,Premium Pack,Distributor,3,5,1,9,Potential Loyalists
CUST0321,West,Enterprise,2024-12-07,25,41324.93,24,Standard Pack,Distributor,5,3,5,13,Champions
CUST0322,South,B2B,2024-12-12,2,506.89,19,Premium Pack,Field Sales,5,1,1,7,Potential Loyalists
CUST0323,West,B2C,2024-11-18,26,102850.03,43,Bulk Pack,Online,5,3,5,13,Champions
CUST0324,North,B2C,2024-09-16,16,11651.76,106,Bulk Pack,Online,4,2,3,9,Potential Loyalists
CUST0325,North,Enterprise,2024-08-01,10,5187.14,152,Economy Pack,Retail,3,1,2,6,Hibernating
CUST0326,North,B2B,2024-12-28,38,11138.45,3,Standard Pack,Field Sales,5,4,3,12,Loyal Customers
CUST0327,West,B2B,2024-03-02,49,9677.71,304,Standard Pack,Online,1,5,2,8,Needs Attention
CUST0328,West,B2C,2024-06-08,25,1373.16,206,Bulk Pack,Distributor,3,3,1,7,Potential Loyalists
CUST0329,East,B2C,2024-04-06,34,14488.35,269,Bulk Pack,Retail,2,4,3,9,Needs Attention
CUST0330,North,B2B,2024-09-08,5,23373.65,114,Premium Pack,Retail,4,1,4,9,Potential Loyalists
CUST0331,East,B2B,2024-05-11,2,1210.01,234,Economy Pack,Distributor,2,1,1,4,Hibernating
CUST0332,North,B2B,2024-09-27,9,21330.52,95,Trial Pack,Retail,4,1,4,9,Potential Loyalists
CUST0333,North,B2C,2024-11-20,25,575.64,41,Bulk Pack,Online,5,3,1,9,Potential Loyalists
CUST0334,Central,B2B,2024-03-10,21,32757.11,296,Premium Pack,Online,1,3,5,9,Needs Attention
CUST0335,West,B2B,2024-05-01,32,11714.19,244,Bulk Pack,Field Sales,2,4,3,9,Needs Attention
CUST0336,South,B2C,2024-02-29,25,15386.3,306,Premium Pack,Online,1,3,3,7,Needs Attention
CUST0337,East,B2C,2024-01-23,35,1834.15,343,Trial Pack,Online,1,4,1,6,Cannot Lose Them
CUST0338,West,Enterprise,2024-12-16,25,21694.19,15,Trial Pack,Online,5,3,4,12,Loyal Customers
CUST0339,North,B2C,2024-10-08,47,98219.71,84,Economy Pack,Field Sales,4,5,5,14,Champions
CUST0340,South,B2C,2024-10-15,44,3111.91,77,Bulk Pack,Online,4,5,1,10,Loyal Customers
CUST0341,East,B2B,2024-09-01,11,14072.88,121,Bulk Pack,Retail,4,2,3,9,Potential Loyalists
CUST0342,East,B2C,2024-09-27,21,5573.78,95,Trial Pack,Field Sales,4,3,2,9,Potential Loyalists
CUST0343,South,Enterprise,2024-07-12,30,1073.06,172,Trial Pack,Distributor,3,3,1,7,Potential Loyalists
CUST0344,South,Enterprise,2024-12-24,14,21741.04,7,Economy Pack,Retail,5,2,4,11,Loyal Customers
CUST0345,East,B2B,2024-05-29,25,86183.21,216,Standard Pack,Distributor,2,3,5,10,At Risk - High Value
CUST0346,East,Enterprise,2024-12-11,11,5605.68,20,Bulk Pack,Field Sales,5,2,2,9,Potential Loyalists
CUST0347,Central,B2C,2024-10-16,31,38959.32,76,Bulk Pack,Retail,4,4,5,13,Champions
CUST0348,West,B2B,2024-03-06,13,6677.28,300,Economy Pack,Field Sales,1,2,2,5,Hibernating
CUST0349,South,B2B,2024-04-09,6,28783.98,266,Bulk Pack,Field Sales,2,1,4,7,Needs Attention
CUST0350,East,B2C,2024-01-04,30,22538.17,362,Economy Pack,Retail,1,3,4,8,Needs Attention
CUST0351,West,Enterprise,2024-02-15,45,1727.64,320,Trial Pack,Distributor,1,5,1,7,Needs Attention
CUST0352,Central,B2C,2024-09-21,32,901.75,101,Trial Pack,Retail,4,4,1,9,Potential Loyalists
CUST0353,South,Enterprise,2024-09-01,46,1365.22,121,Bulk Pack,Field Sales,4,5,1,10,Loyal Customers
CUST0354,East,B2B,2024-03-09,22,3290.48,297,Trial Pack,Retail,1,3,1,5,Hibernating
CUST0355,Central,B2B,2024-10-03,37,16543.73,89,Premium Pack,Field Sales,4,4,3,11,Loyal Customers
CUST0356,South,Enterprise,2024-03-27,8,5952.61,279,Premium Pack,Distributor,2,1,2,5,Hibernating
CUST0357,North,B2B,2024-10-30,30,2585.9,62,Trial Pack,Distributor,5,3,1,9,Potential Loyalists
CUST0358,South,Enterprise,2024-12-03,22,15246.08,28,Standard Pack,Distributor,5,3,3,11,Loyal Customers
CUST0359,North,Enterprise,2024-03-21,46,47761.04,285,Premium Pack,Field Sales,2,5,5,12,At Risk - High Value
CUST0360,Central,Enterprise,2024-05-15,18,558.77,230,Bulk Pack,Field Sales,2,2,1,5,Hibernating
CUST0361,East,Enterprise,2024-07-22,16,17480.67,162,Bulk Pack,Distributor,3,2,3,8,Potential Loyalists
CUST0362,Central,B2C,2024-05-24,8,31817.12,221,Trial Pack,Online,2,1,4,7,Needs Attention
CUST0363,South,B2C,2024-09-26,4,1536.75,96,Bulk Pack,Online,4,1,1,6,New Customers
CUST0364,East,Enterprise,2024-01-06,13,33925.92,360,Standard Pack,Online,1,2,5,8,Needs Attention
CUST0365,South,Enterprise,2024-06-15,26,5980.86,199,Standard Pack,Distributor,3,3,2,8,Potential Loyalists
CUST0366,South,B2B,2024-03-04,15,11488.11,302,Economy Pack,Retail,1,2,3,6,Hibernating
CUST0367,North,B2C,2024-11-25,18,13278.79,36,Standard Pack,Distributor,5,2,3,10,Loyal Customers
CUST0368,North,Enterprise,2024-05-09,44,7011.96,236,Trial Pack,Retail,2,5,2,9,Needs Attention
CUST0369,East,B2C,2024-03-02,14,43669.86,304,Premium Pack,Online,1,2,5,8,Needs Attention
CUST0370,South,B2B,2024-02-16,14,13131.87,319,Standard Pack,Retail,1,2,3,6,Hibernating
CUST0371,South,B2C,2024-07-22,4,3719.63,162,Bulk Pack,Field Sales,3,1,1,5,Hibernating
CUST0372,East,Enterprise,2024-04-14,11,8929.24,261,Economy Pack,Online,2,2,2,6,Hibernating
CUST0373,South,Enterprise,2024-12-04,2,21861.25,27,Bulk Pack,Distributor,5,1,4,10,Loyal Customers
CUST0374,Central,B2C,2024-06-09,31,1737.99,205,Premium Pack,Retail,3,4,1,8,Potential Loyalists
CUST0375,West,B2C,2024-11-26,15,26599.23,35,Bulk Pack,Retail,5,2,4,11,Loyal Customers
CUST0376,East,B2C,2024-12-09,24,2738.25,22,Standard Pack,Field Sales,5,3,1,9,Potential Loyalists
CUST0377,East,Enterprise,2024-10-02,37,3645.47,90,Premium Pack,Distributor,4,4,1,9,Potential Loyalists
CUST0378,North,B2B,2024-12-03,48,38265.94,28,Bulk Pack,Distributor,5,5,5,15,Champions
CUST0379,West,B2C,2024-10-27,9,15944.01,65,Premium Pack,Field Sales,5,1,3,9,Potential Loyalists
CUST0380,Central,B2B,2024-05-18,47,14879.34,227,Economy Pack,Distributor,2,5,3,10,At Risk - High Value
CUST0381,East,B2B,2024-02-16,29,38602.99,319,Trial Pack,Retail,1,3,5,9,Needs Attention
CUST0382,East,B2B,2024-05-26,9,16673.89,219,Trial Pack,Field Sales,2,1,3,6,Hibernating
CUST0383,North,B2B,2024-02-26,11,9096.14,309,Standard Pack,Field Sales,1,2,2,5,Hibernating
CUST0384,East,Enterprise,2024-12-15,13,29080.43,16,Standard Pack,Retail,5,2,4,11,Loyal Customers
CUST0385,North,Enterprise,2024-01-16,19,8310.31,350,Trial Pack,Field Sales,1,2,2,5,Hibernating
CUST0386,East,Enterprise,2024-01-02,41,39497.66,364,Economy Pack,Distributor,1,5,5,11,At Risk - High Value
CUST0387,South,B2C,2024-04-19,39,5612.82,256,Economy Pack,Retail,2,4,2,8,Needs Attention
CUST0388,Central,B2C,2024-10-24,7,35038.7,68,Premium Pack,Online,5,1,5,11,Loyal Customers
CUST0389,West,Enterprise,2024-02-18,20,2617.52,317,Bulk Pack,Retail,1,3,1,5,Hibernating
CUST0390,South,Enterprise,2024-05-20,10,57091.23,225,Premium Pack,Distributor,2,1,5,8,Needs Attention
CUST0391,East,B2C,2024-02-25,45,56053.79,310,Premium Pack,Online,1,5,5,11,At Risk - High Value
CUST0392,West,B2B,2024-07-17,14,13236.05,167,Bulk Pack,Distributor,3,2,3,8,Potential Loyalists
CUST0393,East,Enterprise,2024-10-21,5,9004.66,71,Bulk Pack,Distributor,4,1,2,7,Potential Loyalists
CUST0394,Central,Enterprise,2024-12-02,18,3543.93,29,Trial Pack,Retail,5,2,1,8,Potential Loyalists
CUST0395,North,Enterprise,2024-10-03,20,17637.13,89,Standard Pack,Field Sales,4,3,3,10,Loyal Customers
CUST0396,West,B2B,2024-10-03,20,38371.6,89,Bulk Pack,Distributor,4,3,5,12,Loyal Customers
CUST0397,North,B2C,2024-05-20,29,28937.68,225,Economy Pack,Field Sales,2,3,4,9,Needs Attention
CUST0398,East,Enterprise,2024-03-31,10,28689.81,275,Standard Pack,Retail,2,1,4,7,Needs Attention
CUST0399,South,B2C,2024-09-15,21,38626.45,107,Standard Pack,Online,4,3,5,12,Loyal Customers
CUST0400,East,B2C,2024-06-29,30,8836.27,185,Bulk Pack,Field Sales,3,3,2,8,Potential Loyalists
CUST0401,Central,B2B,2024-03-07,9,9430.61,299,Trial Pack,Distributor,1,1,2,4,Hibernating
CUST0402,West,B2B,2024-12-10,29,20209.12,21,Trial Pack,Distributor,5,3,4,12,Loyal Customers
CUST0403,East,B2C,2024-07-05,4,7088.8,179,Trial Pack,Retail,3,1,2,6,Hibernating
CUST0404,Central,B2B,2024-08-16,16,10755.73,137,Economy Pack,Distributor,4,2,3,9,Potential Loyalists
CUST0405,South,B2C,2024-07-17,18,6910.81,167,Standard Pack,Retail,3,2,2,7,Potential Loyalists
CUST0406,Central,B2B,2024-11-19,11,11007.68,42,Trial Pack,Retail,5,2,3,10,Loyal Customers
CUST0407,West,Enterprise,2024-06-05,38,58926.2,209,Trial Pack,Distributor,3,4,5,12,At Risk - High Value
CUST0408,North,B2C,2024-08-29,46,46350.35,124,Economy Pack,Distributor,4,5,5,14,Champions
CUST0409,Central,B2C,2024-01-04,29,4355.92,362,Bulk Pack,Distributor,1,3,1,5,Hibernating
CUST0410,North,B2C,2024-01-30,46,34990.88,336,Premium Pack,Field Sales,1,5,5,11,At Risk - High Value
CUST0411,East,Enterprise,2024-07-16,7,32280.2,168,Premium Pack,Distributor,3,1,5,9,Potential Loyalists
CUST0412,Central,B2C,2024-01-08,37,6736.64,358,Economy Pack,Online,1,4,2,7,Needs Attention
CUST0413,East,Enterprise,2024-01-16,25,5607.96,350,Standard Pack,Field Sales,1,3,2,6,Hibernating
CUST0414,West,B2B,2024-06-25,30,7990.05,189,Standard Pack,Online,3,4,2,9,Potential Loyalists
CUST0415,North,Enterprise,2024-01-31,17,21079.27,335,Economy Pack,Distributor,1,2,4,7,Needs Attention
CUST0416,South,B2B,2024-09-20,25,12540.43,102,Bulk Pack,Field Sales,4,3,3,10,Loyal Customers
CUST0417,North,B2B,2024-02-21,37,5150.22,314,Standard Pack,Retail,1,4,2,7,Needs Attention
CUST0418,North,B2C,2024-02-16,27,14759.17,319,Trial Pack,Field Sales,1,3,3,7,Needs Attention
CUST0419,North,B2B,2024-09-09,15,49377.16,113,Premium Pack,Online,4,2,5,11,Loyal Customers
CUST0420,West,B2C,2024-03-28,13,29025.36,278,Premium Pack,Online,2,2,4,8,Needs Attention
CUST0421,South,B2B,2024-12-19,35,25567.06,12,Premium Pack,Field Sales,5,4,4,13,Champions
CUST0422,South,Enterprise,2024-09-16,43,6054.28,106,Standard Pack,Distributor,4,5,2,11,Loyal Customers
CUST0423,East,B2B,2024-08-01,28,8880.62,152,Standard Pack,Retail,3,3,2,8,Potential Loyalists
CUST0424,West,Enterprise,2024-01-30,42,59377.24,336,Bulk Pack,Retail,1,5,5,11,At Risk - High Value
CUST0425,East,B2C,2024-01-13,6,34385.8,353,Premium Pack,Distributor,1,1,5,7,Needs Attention
CUST0426,South,Enterprise,2024-01-25,6,1478.58,341,Trial Pack,Distributor,1,1,1,3,Hibernating
CUST0427,West,Enterprise,2024-10-23,19,30310.19,69,Trial Pack,Retail,5,2,4,11,Loyal Customers
CUST0428,East,B2C,2024-04-06,37,31167.77,269,Trial Pack,Distributor,2,4,4,10,At Risk - High Value
CUST0429,East,B2C,2024-12-06,39,63630.86,25,Bulk Pack,Distributor,5,4,5,14,Champions
CUST0430,South,Enterprise,2024-01-30,36,2823.2,336,Standard Pack,Distributor,1,4,1,6,Cannot Lose Them
CUST0431,West,Enterprise,2024-02-09,4,63918.16,326,Standard Pack,Online,1,1,5,7,Needs Attention
CUST0432,Central,B2C,2024-02-06,47,5617.65,329,Trial Pack,Retail,1,5,2,8,Needs Attention
CUST0433,North,B2B,2024-02-25,35,37284.18,310,Premium Pack,Retail,1,4,5,10,At Risk - High Value
CUST0434,East,Enterprise,2024-06-02,13,17461.97,212,Trial Pack,Field Sales,3,2,3,8,Potential Loyalists
CUST0435,North,B2B,2024-03-08,26,5322.28,298,Bulk Pack,Field Sales,1,3,2,6,Hibernating
CUST0436,West,B2B,2024-05-04,11,726.29,241,Economy Pack,Distributor,2,2,1,5,Hibernating
CUST0437,Central,B2C,2024-10-01,35,37262.66,91,Economy Pack,Field Sales,4,4,5,13,Champions
CUST0438,South,Enterprise,2024-05-02,45,39869.81,243,Bulk Pack,Retail,2,5,5,12,At Risk - High Value
CUST0439,West,Enterprise,2024-04-07,1,10134.95,268,Premium Pack,Field Sales,2,1,2,5,Hibernating
CUST0440,Central,B2B,2024-10-03,42,6044.62,89,Bulk Pack,Retail,4,5,2,11,Loyal Customers
CUST0441,Central,B2B,2024-09-16,40,24610.03,106,Premium Pack,Distributor,4,5,4,13,Champions
CUST0442,West,Enterprise,2024-03-12,9,6597.94,294,Trial Pack,Online,1,1,2,4,Hibernating
CUST0443,East,Enterprise,2024-05-12,41,4556.65,233,Bulk Pack,Distributor,2,5,2,9,Needs Attention
CUST0444,West,Enterprise,2024-06-18,4,47094.05,196,Economy Pack,Field Sales,3,1,5,9,Potential Loyalists
CUST0445,West,B2B,2024-01-29,39,2347.42,337,Premium Pack,Online,1,4,1,6,Cannot Lose Them
CUST0446,East,Enterprise,2024-05-21,35,3505.81,224,Standard Pack,Distributor,2,4,1,7,Needs Attention
CUST0447,Central,B2B,2024-05-15,25,24811.32,230,Premium Pack,Online,2,3,4,9,Needs Attention
CUST0448,West,B2B,2024-05-31,46,5797.68,214,Economy Pack,Field Sales,3,5,2,10,At Risk - High Value
CUST0449,North,Enterprise,2024-10-19,33,25536.08,73,Bulk Pack,Field Sales,4,4,4,12,Loyal Customers
CUST0450,Central,B2B,2024-05-05,39,20502.43,240,Economy Pack,Online,2,4,4,10,At Risk - High Value
CUST0451,West,Enterprise,2024-07-26,40,668.62,158,Premium Pack,Online,3,5,1,9,Potential Loyalists
CUST0452,South,B2C,2024-07-22,21,3556.22,162,Standard Pack,Online,3,3,1,7,Potential Loyalists
CUST0453,Central,B2B,2024-09-01,13,69690.25,121,Bulk Pack,Online,4,2,5,11,Loyal Customers
CUST0454,East,Enterprise,2024-01-12,49,30222.51,354,Bulk Pack,Field Sales,1,5,4,10,At Risk - High Value
CUST0455,West,B2C,2024-05-15,40,8649.98,230,Economy Pack,Retail,2,5,2,9,Needs Attention
CUST0456,East,B2C,2024-12-28,15,11324.33,3,Economy Pack,Distributor,5,2,3,10,Loyal Customers
CUST0457,West,B2B,2024-05-15,20,12239.58,230,Premium Pack,Distributor,2,3,3,8,Needs Attention
CUST0458,North,B2B,2024-03-01,27,12794.03,305,Economy Pack,Field Sales,1,3,3,7,Needs Attention
CUST0459,South,B2B,2024-07-16,19,44878.09,168,Premium Pack,Field Sales,3,2,5,10,At Risk - High Value
CUST0460,South,B2B,2024-09-07,22,30099.53,115,Trial Pack,Online,4,3,4,11,Loyal Customers
CUST0461,East,B2B,2024-04-22,14,22107.21,253,Bulk Pack,Field Sales,2,2,4,8,Needs Attention
CUST0462,South,B2B,2024-02-05,39,22452.78,330,Economy Pack,Retail,1,4,4,9,Needs Attention
CUST0463,South,B2B,2024-04-02,36,4324.24,273,Standard Pack,Online,2,4,1,7,Needs Attention
CUST0464,East,B2C,2024-01-27,7,13393.33,339,Economy Pack,Field Sales,1,1,3,5,Hibernating
CUST0465,East,B2C,2024-10-25,30,4643.72,67,Premium Pack,Distributor,5,4,2,11,Loyal Customers
CUST0466,Central,Enterprise,2024-10-20,27,4563.5,72,Trial Pack,Online,4,3,2,9,Potential Loyalists
CUST0467,North,B2C,2024-05-11,5,7363.47,234,Bulk Pack,Retail,2,1,2,5,Hibernating
CUST0468,Central,B2C,2024-08-03,30,6383.37,150,Trial Pack,Online,3,4,2,9,Potential Loyalists
CUST0469,North,Enterprise,2024-04-10,47,23316.07,265,Premium Pack,Distributor,2,5,4,11,At Risk - High Value
CUST0470,Central,Enterprise,2024-02-20,6,21146.31,315,Bulk Pack,Online,1,1,4,6,Hibernating
CUST0471,Central,Enterprise,2024-02-09,31,13089.56,326,Trial Pack,Field Sales,1,4,3,8,Needs Attention
CUST0472,West,Enterprise,2024-02-10,49,6775.5,325,Economy Pack,Distributor,1,5,2,8,Needs Attention
CUST0473,Central,Enterprise,2024-06-09,12,6451.9,205,Premium Pack,Field Sales,3,2,2,7,Potential Loyalists
CUST0474,West,B2B,2024-08-12,13,4276.38,141,Trial Pack,Online,3,2,1,6,Hibernating
CUST0475,West,B2C,2024-01-29,35,1862.71,337,Premium Pack,Distributor,1,4,1,6,Cannot Lose Them
CUST0476,South,B2B,2024-06-07,23,23621.32,207,Standard Pack,Distributor,3,3,4,10,At Risk - High Value
CUST0477,South,B2B,2024-09-20,7,22910.56,102,Premium Pack,Distributor,4,1,4,9,Potential Loyalists
CUST0478,North,Enterprise,2024-07-15,7,20133.58,169,Standard Pack,Distributor,3,1,4,8,Potential Loyalists
CUST0479,Central,B2B,2024-11-30,16,34541.92,31,Economy Pack,Field Sales,5,2,5,12,Loyal Customers
CUST0480,East,B2C,2024-02-25,7,71553.9,310,Standard Pack,Online,1,1,5,7,Needs Attention
CUST0481,East,Enterprise,2024-07-10,16,3912.18,174,Standard Pack,Field Sales,3,2,1,6,Hibernating
CUST0482,Central,Enterprise,2024-08-21,49,2233.05,132,Standard Pack,Retail,4,5,1,10,Loyal Customers
CUST0483,South,B2B,2024-04-14,35,11142.77,261,Trial Pack,Retail,2,4,3,9,Needs Attention
CUST0484,East,B2C,2024-09-02,1,81658.31,120,Economy Pack,Online,4,1,5,10,Loyal Customers
CUST0485,South,Enterprise,2024-09-07,13,26537.32,115,Standard Pack,Retail,4,2,4,10,Loyal Customers
CUST0486,Central,B2C,2024-03-27,30,20530.69,279,Economy Pack,Retail,2,4,4,10,At Risk - High Value
CUST0487,East,Enterprise,2024-02-11,32,7989.86,324,Economy Pack,Distributor,1,4,2,7,Needs Attention
CUST0488,North,B2B,2024-01-05,2,17456.96,361,Standard Pack,Field Sales,1,1,3,5,Hibernating
CUST0489,North,Enterprise,2024-12-13,47,7747.15,18,Trial Pack,Field Sales,5,5,2,12,Loyal Customers
CUST0490,Central,B2C,2024-12-06,47,905.91,25,Trial Pack,Field Sales,5,5,1,11,Loyal Customers
CUST0491,Central,B2C,2024-05-30,36,27976.62,215,Standard Pack,Distributor,3,4,4,11,At Risk - High Value
CUST0492,South,B2B,2024-03-06,30,23582.82,300,Economy Pack,Retail,1,4,4,9,Needs Attention
CUST0493,Central,B2C,2024-10-19,40,17760.53,73,Bulk Pack,Distributor,4,5,3,12,Loyal Customers
CUST0494,East,B2B,2024-08-17,13,2950.52,136,Bulk Pack,Retail,4,2,1,7,Potential Loyalists
